t,ch1,ch2,ch3
-1.76E-07,-0.03043,0.089328066,0.019367589
-1.74E-07,-0.02256,0.24743083,-0.00039525691
-1.72E-07,-0.00666,0.089328066,0.011462451
-1.70E-07,0.001217,0.24743083,0.090513833
-1.68E-07,-0.02256,0.089328066,0.027272727
-1.66E-07,0.016965,0.24743083,-0.0043478259
-1.64E-07,0.001217,0.40553358,0.019367589
-1.62E-07,-0.01469,-0.22687747,0.0035573123
-1.60E-07,0.016965,0.24743083,0.011462451
-1.58E-07,0.001217,0.40553358,0.14189723
-1.56E-07,-0.02256,0.089328066,0.023320159
-1.54E-07,0.001217,-0.22687747,0.0035573123
-1.52E-07,-0.01469,-0.0687747,0.011462451
-1.50E-07,-0.00666,0.40553358,-0.00039525691
-1.48E-07,-0.01469,0.40553358,0.011462451
-1.46E-07,0.001217,0.089328066,0.15770751
-1.44E-07,-0.00666,0.24743083,0.015415019
-1.42E-07,-0.00666,0.24743083,0.0075098816
-1.40E-07,0.001217,0.089328066,0.0035573123
-1.38E-07,-0.03043,0.089328066,0.0075098816
-1.36E-07,-0.00666,0.089328066,0.0075098816
-1.34E-07,0.001217,0.24743083,0.15770751
-1.32E-07,0.032868,0.089328066,0.011462451
-1.30E-07,-0.02256,0.24743083,0.015415019
-1.28E-07,0.001217,0.089328066,0.0075098816
-1.26E-07,-0.02256,0.24743083,-0.00039525691
-1.24E-07,-0.02256,0.089328066,0.0075098816
-1.22E-07,-0.03043,0.24743083,0.13399209
-1.20E-07,-0.00666,0.089328066,-0.0043478259
-1.18E-07,0.001217,-0.0687747,0.0075098816
-1.16E-07,-0.00666,0.24743083,0.0035573123
-1.14E-07,0.009091,0.24743083,0.0075098816
-1.12E-07,0.009091,0.089328066,0.0075098816
-1.10E-07,-0.00666,0.24743083,0.11027668
-1.08E-07,-0.02256,0.24743083,-0.016205534
-1.06E-07,-0.04618,0.24743083,0.015415019
-1.04E-07,-0.00666,0.089328066,0.0075098816
-1.02E-07,-0.01469,0.24743083,0.0075098816
-9.97E-08,-0.03831,0.089328066,0.0075098816
-9.77E-08,-0.00666,-0.0687747,0.086561263
-9.57E-08,0.009091,0.24743083,-0.0083003957
-9.37E-08,-0.02256,0.089328066,0.023320159
-9.17E-08,-0.00666,0.089328066,0.0035573123
-8.97E-08,-0.01469,0.089328066,0.0075098816
-8.77E-08,-0.00666,0.089328066,0.0075098816
-8.57E-08,-0.02256,0.24743083,0.070750989
-8.37E-08,-0.03043,0.24743083,-0.012252964
-8.17E-08,-0.02256,0.24743083,0.023320159
-7.97E-08,-0.00666,0.089328066,-0.00039525691
-7.77E-08,-0.02256,0.089328066,0.0075098816
-7.57E-08,-0.02256,0.089328066,0.0035573123
-7.37E-08,-0.00666,-0.0687747,0.054940712
-7.17E-08,-0.02256,0.089328066,-0.012252964
-6.97E-08,-0.01469,0.089328066,0.019367589
-6.77E-08,-0.02256,0.24743083,0.0075098816
-6.57E-08,-0.03043,0.24743083,-0.00039525691
-6.37E-08,-0.03043,0.089328066,0.011462451
-6.17E-08,0.001217,0.24743083,0.039130434
-5.97E-08,-0.02256,0.089328066,-0.0083003957
-5.77E-08,-0.04618,-0.0687747,0.019367589
-5.57E-08,-0.00666,0.089328066,-0.0083003957
-5.37E-08,-0.03043,0.24743083,0.0035573123
-5.17E-08,-0.03043,0.089328066,0.054940712
-4.97E-08,-0.02256,0.089328066,0.035177864
-4.77E-08,-0.02256,0.089328066,-0.00039525691
-4.57E-08,-0.02256,0.24743083,0.019367589
-4.37E-08,-0.01469,0.24743083,0.0035573123
-4.17E-08,-0.00666,0.089328066,-0.0043478259
-3.97E-08,-0.00666,0.24743083,0.11422925
-3.77E-08,-0.03043,0.24743083,0.019367589
-3.57E-08,-0.01469,0.24743083,-0.0043478259
-3.37E-08,-0.00666,0.089328066,0.015415019
-3.17E-08,-0.01469,0.24743083,0.0035573123
-2.96E-08,-0.03043,0.089328066,0.0075098816
-2.76E-08,-0.02256,-0.0687747,0.14980237
-2.56E-08,0.016965,0.40553358,0.023320159
-2.36E-08,-0.01469,0.24743083,0.0075098816
-2.16E-08,-0.01469,0.24743083,0.019367589
-1.96E-08,0.024839,0.089328066,-0.0043478259
-1.76E-08,0.064365,0.24743083,0.0035573123
-1.56E-08,0.127668,0.24743083,0.15770751
-1.36E-08,0.206719,0.089328066,0.0075098816
-1.16E-08,0.428125,0.24743083,0.0075098816
-9.63E-09,0.586228,0.089328066,0.0075098816
-7.63E-09,0.878656,0.089328066,-0.00039525691
-5.63E-09,1.234387,-0.22687747,0.015415019
-3.62E-09,1.700821,0.089328066,0.14980237
-1.62E-09,2.096078,-0.0687747,0.011462451
3.80E-10,2.530861,0.24743083,0.035177864
2.38E-09,2.744238,0.24743083,0.031225296
4.38E-09,2.823289,0.24743083,0.058893282
6.39E-09,2.586135,0.089328066,0.10632411
8.39E-09,2.206781,0.089328066,0.019367589
1.04E-08,1.771999,0.089328066,0.14980237
1.24E-08,1.360839,-0.0687747,0.18142292
1.44E-08,1.028885,-0.22687747,0.17747036
1.64E-08,0.767953,0.089328066,0.14189723
1.84E-08,0.562451,-0.0687747,0.11027668
2.04E-08,0.435999,-0.0687747,0.17747036
2.24E-08,0.333171,0.40553358,0.039130434
2.44E-08,0.293645,-0.0687747,0.054940712
2.64E-08,0.206719,-0.22687747,0.019367589
2.84E-08,0.182942,-0.0687747,-0.016205534
3.04E-08,0.135542,-0.0687747,-0.012252964
3.24E-08,0.119794,0.87984192,0.035177864
3.44E-08,0.119794,1.3541502,-0.024110671
3.64E-08,0.072394,1.8284585,0.039130434
3.84E-08,0.056491,2.144664,0.011462451
4.04E-08,0.056491,2.3027668,-0.0043478259
4.24E-08,0.048617,2.4608696,-0.012252964
4.44E-08,0.032868,2.4608696,0.011462451
4.64E-08,0.016965,2.7770751,-0.063636363
4.84E-08,0.024839,2.9351778,-0.016205534
5.04E-08,0.009091,3.0932806,-0.020158103
5.24E-08,0.032868,3.4094861,0.0035573123
5.44E-08,0.016965,3.4094861,0.031225296
5.64E-08,0.024839,3.7256918,0.094466403
5.84E-08,0.016965,4.0418973,0.031225296
6.04E-08,0.001217,4.0418973,0.047035575
6.24E-08,0.024839,4.1999998,0.019367589
6.44E-08,0.016965,4.5162053,0.019367589
6.64E-08,0.016965,4.6743083,0.039130434
6.84E-08,-0.01469,4.6743083,0.050988141
7.05E-08,0.024839,5.4648223,-0.0083003957
7.25E-08,0.009091,5.7810278,0.015415019
7.45E-08,0.032868,6.0972333,0.0035573123
7.65E-08,0.009091,6.2553358,0.027272727
7.85E-08,-0.03043,6.7296443,0.15770751
8.05E-08,0.024839,6.5715413,0.07865613
8.25E-08,0.009091,6.8877468,0.011462451
8.45E-08,0.009091,7.0458498,0.023320159
8.65E-08,0.009091,7.3620553,-0.0083003957
8.85E-08,0.001217,7.8363638,-0.020158103
9.05E-08,0.009091,7.8363638,0.14980237
9.25E-08,0.009091,8.6268778,-0.0083003957
9.45E-08,0.016965,8.9430828,-0.039920948
9.65E-08,0.001217,8.7849798,-0.0043478259
9.85E-08,-0.02256,8.7849798,-0.016205534
1.00E-07,0.001217,9.2592888,0.011462451
1.02E-07,0.009091,8.9430828,0.2090909
1.04E-07,0.016965,9.5754938,0.027272727
1.06E-07,0.016965,9.7335968,0.0035573123
1.08E-07,-0.02256,10.207905,-0.00039525691
1.10E-07,0.001217,10.049803,-0.024110671
1.12E-07,0.001217,10.366008,-0.024110671
1.14E-07,-0.01469,10.840316,0.10237154
1.16E-07,-0.01469,10.998419,-0.028063241
1.18E-07,0.009091,11.156522,0.015415019
1.21E-07,-0.00666,11.63083,0.011462451
1.23E-07,0.001217,11.156522,0.011462451
1.25E-07,-0.00666,11.156522,0.031225296
1.27E-07,0.016965,11.63083,0.11422925
1.29E-07,0.016965,11.63083,-0.00039525691
1.31E-07,-0.02256,11.947036,0.023320159
1.33E-07,0.016965,12.421344,0.011462451
1.35E-07,0.009091,12.579447,-0.0043478259
1.37E-07,0.001217,12.263241,-0.0083003957
1.39E-07,-0.01469,12.73755,0.035177864
1.41E-07,-0.00666,12.895652,-0.012252964
1.43E-07,0.016965,12.895652,0.027272727
1.45E-07,0.009091,13.369961,0.027272727
1.47E-07,-0.01469,13.211858,0.035177864
1.49E-07,0.009091,13.686166,0.050988141
1.51E-07,-0.00666,13.686166,0.058893282
1.53E-07,0.009091,14.002372,0.023320159
1.55E-07,0.016965,14.318577,0.035177864
1.57E-07,-0.01469,14.160475,0.015415019
1.59E-07,0.001217,14.160475,0.019367589
1.61E-07,0.016965,14.47668,0.0035573123
1.63E-07,0.001217,14.634783,0.015415019
1.65E-07,0.016965,14.792886,-0.024110671
1.67E-07,-0.00666,14.950988,-0.016205534
1.69E-07,-0.00666,14.950988,-0.024110671
1.71E-07,-0.01469,15.267194,-0.016205534
1.73E-07,-0.00666,15.267194,-0.0083003957
1.75E-07,-0.00666,15.267194,0.027272727
1.77E-07,0.009091,15.267194,-0.016205534
1.79E-07,-0.00666,15.425297,-0.0083003957
1.81E-07,-0.01469,15.267194,-0.016205534
1.83E-07,-0.00666,15.425297,-0.0083003957
1.85E-07,0.016965,15.425297,-0.0043478259
1.87E-07,0.016965,15.741502,0.015415019
1.89E-07,-0.00666,15.583399,-0.020158103
1.91E-07,0.016965,15.899605,-0.00039525691
1.93E-07,0.009091,16.057707,-0.00039525691
1.95E-07,-0.00666,15.899605,0.011462451
1.97E-07,-0.03831,15.899605,0.039130434
1.99E-07,0.009091,15.899605,0.043083005
2.01E-07,0.001217,16.215811,0.023320159
2.03E-07,-0.00666,16.215811,0.047035575
2.05E-07,-0.01469,16.215811,0.027272727
2.07E-07,-0.01469,16.215811,0.023320159
2.09E-07,0.009091,16.215811,0.062845849
2.11E-07,0.016965,16.215811,0.019367589
2.13E-07,-0.01469,16.057707,-0.00039525691
2.15E-07,0.001217,16.215811,0.015415019
2.17E-07,-0.00666,16.373913,0.023320159
2.19E-07,-0.00666,16.532017,0.031225296
2.21E-07,-0.02256,16.373913,0.16956522
2.23E-07,0.024839,16.057707,0.043083005
2.25E-07,-0.02256,16.532017,0.027272727
2.27E-07,-0.00666,16.057707,0.019367589
2.29E-07,-0.03043,16.373913,-0.0043478259
2.31E-07,-0.01469,16.057707,0.0035573123
2.33E-07,0.009091,16.215811,0.24861661
2.35E-07,-0.01469,15.899605,0.011462451
2.37E-07,0.016965,15.899605,0.0075098816
2.39E-07,0.016965,16.215811,0.023320159
2.41E-07,-0.00666,15.899605,0.019367589
2.43E-07,0.016965,15.741502,0.031225296
2.45E-07,-0.00666,15.741502,0.34743083
2.47E-07,-0.02256,15.741502,0.015415019
2.49E-07,-0.00666,15.583399,0.015415019
2.51E-07,0.001217,15.741502,-0.00039525691
2.53E-07,0.001217,15.425297,-0.0083003957
2.55E-07,-0.01469,15.267194,0.0035573123
2.57E-07,0.009091,15.267194,0.33557314
2.59E-07,-0.01469,15.267194,-0.0043478259
2.61E-07,-0.03043,15.425297,0.039130434
2.63E-07,-0.00666,15.267194,0.027272727
2.65E-07,0.016965,15.109091,0.023320159
2.67E-07,0.001217,14.950988,0.031225296
2.69E-07,0.001217,14.792886,0.32371542
2.71E-07,-0.02256,14.634783,-0.020158103
2.73E-07,-0.02256,14.792886,0.043083005
2.75E-07,-0.00666,14.634783,-0.00039525691
2.77E-07,0.001217,14.47668,0.0035573123
2.79E-07,0.016965,14.160475,0.0075098816
2.81E-07,0.009091,14.318577,0.25652173
2.83E-07,-0.01469,14.160475,-0.035968378
2.85E-07,0.001217,13.844269,0.050988141
2.87E-07,-0.02256,13.844269,0.0075098816
2.89E-07,0.016965,13.844269,-0.0043478259
2.91E-07,-0.00666,13.686166,-0.0083003957
2.93E-07,-0.00666,13.528063,0.20118578
2.95E-07,0.009091,13.369961,-0.051778655
2.97E-07,0.001217,13.053755,0.035177864
2.99E-07,-0.01469,13.053755,-0.0043478259
3.01E-07,-0.01469,12.579447,0.011462451
3.03E-07,-0.01469,12.263241,0.023320159
3.05E-07,-0.03043,12.263241,0.24071147
3.07E-07,0.009091,12.263241,-0.016205534
3.09E-07,0.016965,11.947036,0.066798419
3.11E-07,0.001217,11.788933,0.0075098816
3.13E-07,-0.01469,11.788933,0.0075098816
3.15E-07,-0.00666,11.472727,0.062845849
3.17E-07,-0.00666,11.156522,0.1972332
3.19E-07,-0.00666,10.998419,-0.028063241
3.21E-07,-0.01469,11.156522,0.070750989
3.23E-07,0.001217,10.840316,0.011462451
3.25E-07,0.001217,10.840316,0.027272727
3.27E-07,0.024839,10.524111,0.24861661
3.29E-07,-0.00666,10.207905,0.16166008
3.31E-07,-0.02256,10.366008,-0.020158103
3.33E-07,-0.01469,10.049803,0.062845849
3.35E-07,0.016965,9.7335968,-0.0083003957
3.37E-07,-0.00666,9.7335968,0.019367589
3.39E-07,-0.00666,9.7335968,0.36719367
3.41E-07,-0.02256,9.2592888,0.082608692
3.43E-07,-0.01469,9.2592888,-0.0043478259
3.45E-07,-0.03043,8.9430828,0.062845849
3.47E-07,0.001217,8.4687748,0.011462451
3.49E-07,-0.00666,8.3106718,0.039130434
3.51E-07,0.009091,7.9944663,0.37509882
3.53E-07,0.024839,8.1525688,0.050988141
3.55E-07,-0.02256,7.8363638,0.0075098816
3.57E-07,0.001217,7.6782608,0.039130434
3.59E-07,-0.02256,7.3620553,-0.0083003957
3.61E-07,-0.00666,7.0458498,0.019367589
3.63E-07,0.001217,6.8877468,0.33162054
3.65E-07,0.024839,6.7296443,0.011462451
3.67E-07,-0.01469,6.5715413,0.027272727
3.69E-07,0.016965,6.4134388,0.031225296
3.71E-07,-0.01469,6.2553358,-0.0043478259
3.73E-07,-0.01469,5.9391303,0.023320159
3.75E-07,0.001217,5.6229248,0.29604742
3.77E-07,-0.02256,5.7810278,-0.0083003957
3.79E-07,-0.01469,5.6229248,0.027272727
3.81E-07,0.001217,5.1486168,-0.00039525691
3.83E-07,-0.00666,5.1486168,-0.028063241
3.85E-07,-0.01469,5.1486168,-0.00039525691
3.87E-07,-0.01469,4.6743083,0.16166008
3.89E-07,0.016965,4.5162053,-0.032015812
3.91E-07,0.009091,4.3581028,0.035177864
3.93E-07,-0.00666,4.3581028,0.011462451
3.95E-07,0.016965,4.0418973,0.0035573123
3.97E-07,0.016965,4.0418973,0.027272727
3.99E-07,0.016965,3.8837945,0.07865613
4.01E-07,-0.01469,3.7256918,-0.024110671
4.03E-07,0.001217,3.567589,0.035177864
4.05E-07,0.001217,3.2513833,0.011462451
4.07E-07,-0.01469,3.0932806,0.015415019
4.09E-07,-0.01469,2.9351778,0.015415019
4.11E-07,-0.00666,2.6189723,0.031225296
4.13E-07,-0.01469,2.3027668,-0.016205534
4.15E-07,-0.01469,2.3027668,0.027272727
4.17E-07,0.001217,2.144664,0.0075098816
4.19E-07,0.016965,1.9865613,0.0075098816
4.21E-07,-0.00666,1.6703557,0.0035573123
4.23E-07,0.016965,1.5122529,0.031225296
4.25E-07,-0.00666,1.3541502,-0.00039525691
4.27E-07,-0.00666,1.1960474,0.015415019
4.29E-07,-0.00666,0.72173911,-0.0043478259
4.31E-07,-0.00666,0.56363636,0.011462451
4.33E-07,-0.01469,0.72173911,0.0075098816
4.35E-07,-0.02256,0.56363636,0.015415019
4.37E-07,-0.01469,0.40553358,-0.00039525691
4.39E-07,0.001217,0.56363636,0.0075098816
4.41E-07,-0.01469,0.089328066,-0.0083003957
4.43E-07,-0.01469,0.24743083,-0.0043478259
4.45E-07,0.024839,-0.0687747,-0.0043478259
4.47E-07,-0.00666,-0.22687747,-0.00039525691
4.49E-07,0.001217,-0.22687747,-0.0083003957
4.51E-07,0.009091,-0.54308301,0.0075098816
4.53E-07,-0.02256,-0.38498023,-0.00039525691
4.55E-07,-0.00666,-0.70118576,-0.0043478259
4.57E-07,0.001217,-0.54308301,0.0035573123
4.59E-07,-0.02256,-0.70118576,-0.0043478259
4.61E-07,-0.03043,-0.85928851,-0.012252964
4.63E-07,-0.00666,-1.1754941,-0.0043478259
4.65E-07,-0.01469,-1.3335968,-0.012252964
4.67E-07,0.016965,-1.3335968,-0.012252964
4.69E-07,-0.00666,-1.1754941,0.0075098816
4.71E-07,-0.00666,-1.3335968,-0.016205534
4.73E-07,-0.03043,-1.6498023,-0.012252964
4.75E-07,0.016965,-1.9660079,-0.016205534
4.77E-07,0.001217,-1.9660079,-0.012252964
4.79E-07,-0.00666,-1.9660079,-0.0083003957
4.81E-07,-0.01469,-2.2822134,0.015415019
4.83E-07,-0.01469,-2.4403162,-0.0043478259
4.85E-07,-0.00666,-2.4403162,-0.00039525691
4.87E-07,-0.01469,-2.4403162,-0.00039525691
4.89E-07,-0.02256,-2.4403162,-0.00039525691
4.91E-07,-0.02256,-2.7565217,0.0035573123
4.93E-07,0.001217,-2.7565217,0.023320159
4.95E-07,-0.02256,-2.7565217,-0.0043478259
4.97E-07,0.009091,-2.9146245,0.011462451
4.99E-07,-0.01469,-3.0727272,0.015415019
5.01E-07,-0.03043,-3.23083,0.015415019
5.03E-07,-0.02256,-3.0727272,0.015415019
5.05E-07,0.009091,-3.0727272,0.035177864
5.07E-07,0.001217,-3.0727272,0.011462451
5.09E-07,0.016965,-3.23083,0.011462451
5.11E-07,-0.02256,-3.0727272,0.0075098816
5.13E-07,-0.00666,-3.3889327,0.011462451
5.15E-07,0.001217,-3.3889327,0.023320159
5.17E-07,-0.00666,-3.7051384,0.035177864
5.19E-07,0.001217,-3.3889327,0.0075098816
5.21E-07,0.001217,-3.7051384,0.011462451
5.23E-07,0.016965,-3.8632412,-0.00039525691
5.25E-07,-0.00666,-3.5470355,-0.0083003957
5.27E-07,-0.00666,-3.5470355,-0.00039525691
5.29E-07,-0.03043,-3.8632412,0.0075098816
5.31E-07,0.001217,-3.7051384,-0.0083003957
5.33E-07,-0.04618,-3.8632412,-0.020158103
5.35E-07,-0.01469,-4.0213437,-0.024110671
5.37E-07,-0.00666,-3.7051384,-0.012252964
5.39E-07,0.009091,-4.1794467,-0.0083003957
5.41E-07,-0.03043,-4.0213437,0.0035573123
5.43E-07,-0.02256,-4.3375492,-0.012252964
5.45E-07,-0.00666,-4.1794467,0.0035573123
5.47E-07,-0.03043,-4.1794467,-0.00039525691
5.49E-07,-0.01469,-4.1794467,-0.0083003957
5.51E-07,-0.02256,-4.4956522,-0.0083003957
5.53E-07,0.001217,-4.3375492,0.011462451
5.55E-07,-0.00666,-4.1794467,-0.0043478259
5.57E-07,-0.01469,-4.4956522,0.0075098816
5.59E-07,-0.00666,-4.3375492,0.0035573123
5.61E-07,0.009091,-4.3375492,0.0075098816
5.63E-07,0.024839,-4.3375492,0.011462451
5.65E-07,-0.02256,-4.4956522,0.027272727
5.67E-07,0.016965,-4.3375492,0.019367589
5.69E-07,-0.01469,-4.3375492,0.019367589
5.71E-07,-0.00666,-4.4956522,0.015415019
5.73E-07,0.024839,-4.4956522,0.0075098816
5.75E-07,-0.00666,-4.1794467,0.027272727
5.77E-07,0.016965,-4.3375492,0.027272727
5.79E-07,0.009091,-4.4956522,0.019367589
5.81E-07,0.001217,-4.4956522,0.023320159
5.83E-07,-0.00666,-4.4956522,0.011462451
5.85E-07,0.001217,-4.3375492,0.031225296
5.87E-07,0.009091,-4.6537547,0.031225296
5.89E-07,0.001217,-4.3375492,0.019367589
5.91E-07,0.024839,-4.4956522,0.019367589
5.93E-07,-0.01469,-4.4956522,0.019367589
5.95E-07,-0.03043,-4.1794467,0.015415019
5.97E-07,-0.03043,-4.3375492,0.023320159
5.99E-07,0.009091,-4.4956522,0.050988141
6.01E-07,-0.01469,-4.4956522,0.031225296
6.03E-07,0.001217,-4.4956522,0.027272727
6.05E-07,-0.01469,-4.4956522,0.027272727
6.07E-07,0.016965,-4.4956522,0.023320159
6.09E-07,-0.03043,-4.4956522,0.019367589
6.11E-07,-0.00666,-4.6537547,0.050988141
6.13E-07,0.001217,-4.4956522,0.019367589
6.15E-07,-0.01469,-4.4956522,0.015415019
6.17E-07,0.001217,-4.4956522,0.011462451
6.19E-07,-0.01469,-4.4956522,0.011462451
6.21E-07,-0.01469,-4.4956522,0.011462451
6.23E-07,-0.00666,-4.4956522,0.035177864
6.25E-07,0.001217,-4.4956522,0.015415019
6.27E-07,-0.00666,-4.4956522,0.015415019
6.29E-07,-0.01469,-4.4956522,0.0075098816
6.31E-07,0.001217,-4.3375492,0.011462451
6.33E-07,-0.01469,-4.3375492,0.015415019
6.35E-07,0.001217,-4.3375492,0.035177864
6.37E-07,-0.00666,-4.3375492,0.0075098816
6.39E-07,0.001217,-4.3375492,0.011462451
6.41E-07,-0.01469,-4.1794467,0.0075098816
6.43E-07,0.001217,-4.0213437,0.0035573123
6.45E-07,-0.00666,-4.0213437,0.0035573123
6.47E-07,-0.02256,-4.1794467,0.027272727
6.49E-07,-0.00666,-3.8632412,0.0075098816
6.51E-07,0.009091,-3.8632412,0.011462451
6.53E-07,-0.00666,-3.5470355,0.0035573123
6.55E-07,0.001217,-3.8632412,-0.00039525691
6.57E-07,-0.01469,-3.7051384,-0.00039525691
6.59E-07,-0.03043,-3.8632412,0.015415019
6.61E-07,0.001217,-4.0213437,-0.00039525691
6.63E-07,-0.00666,-3.8632412,0.015415019
6.65E-07,-0.00666,-4.1794467,0.011462451
6.67E-07,0.001217,-4.0213437,0.0075098816
6.69E-07,-0.00666,-3.8632412,0.011462451
6.71E-07,0.001217,-3.8632412,0.019367589
6.73E-07,-0.02256,-3.8632412,-0.0043478259
6.75E-07,-0.02256,-3.7051384,0.0075098816
6.77E-07,0.024839,-3.7051384,0.0075098816
6.79E-07,-0.02256,-3.7051384,0.011462451
6.81E-07,-0.01469,-3.0727272,0.0035573123
6.83E-07,-0.00666,-3.7051384,0.019367589
6.85E-07,-0.01469,-3.5470355,0.0075098816
6.87E-07,-0.00666,-3.3889327,0.0075098816
6.89E-07,-0.02256,-3.23083,0.0075098816
6.91E-07,0.001217,-3.23083,0.011462451
6.93E-07,-0.01469,-3.0727272,0.011462451
6.95E-07,-0.01469,-3.23083,0.015415019
6.97E-07,0.016965,-3.23083,-0.0043478259
6.99E-07,0.009091,-2.9146245,0.011462451
7.01E-07,-0.02256,-3.0727272,-0.00039525691
7.03E-07,0.009091,-2.9146245,0.0035573123
7.05E-07,-0.03043,-2.7565217,-0.00039525691
7.07E-07,-0.00666,-3.0727272,-0.00039525691
