t,ch1,ch2,ch3
-8.94E-07,-0.00666,0.247431,-0.0166
-8.93E-07,-0.01469,0.405534,0.038735
-8.92E-07,-0.00666,0.247431,0.038735
-8.91E-07,-0.00666,0.089328,0.01502
-8.90E-07,-0.00666,0.405534,-0.00079
-8.89E-07,-0.00666,0.247431,-0.00079
-8.88E-07,-0.02256,0.089328,0.01502
-8.87E-07,0.001217,0.563636,0.03083
-8.86E-07,0.001217,0.247431,0.133597
-8.85E-07,0.001217,0.247431,0.204743
-8.84E-07,-0.03043,0.089328,0.054545
-8.83E-07,-0.01469,0.089328,-0.03241
-8.82E-07,-0.00666,-0.06877,-0.0166
-8.81E-07,-0.01469,0.247431,0.038735
-8.80E-07,0.001217,0.089328,0.03083
-8.79E-07,-0.00666,0.089328,0.01502
-8.78E-07,-0.01469,0.089328,-0.0087
-8.77E-07,0.001217,0.089328,-0.00079
-8.76E-07,0.001217,0.247431,0.022925
-8.75E-07,-0.00666,0.089328,0.022925
-8.74E-07,-0.00666,0.405534,0.228458
-8.73E-07,-0.02256,0.089328,0.165217
-8.72E-07,-0.02256,0.089328,0.054545
-8.71E-07,-0.03043,0.247431,-0.0166
-8.70E-07,-0.03043,0.247431,0.007115
-8.69E-07,-0.00666,0.089328,0.04664
-8.68E-07,0.001217,0.405534,0.03083
-8.67E-07,0.016965,-0.06877,-0.0087
-8.66E-07,-0.03043,-0.06877,0.007115
-8.65E-07,-0.00666,0.247431,0.007115
-8.64E-07,-0.01469,0.247431,0.01502
-8.63E-07,-0.03831,0.247431,0.007115
-8.62E-07,-0.00666,0.247431,0.283794
-8.61E-07,0.009091,-0.06877,0.125692
-8.60E-07,-0.00666,0.089328,0.03083
-8.59E-07,0.001217,0.405534,-0.0166
-8.58E-07,0.001217,-0.06877,0.022925
-8.57E-07,0.001217,0.089328,0.04664
-8.56E-07,-0.02256,0.089328,0.03083
-8.55E-07,-0.00666,0.089328,0.007115
-8.54E-07,-0.03043,0.247431,-0.00079
-8.53E-07,-0.01469,0.089328,-0.00079
-8.52E-07,-0.00666,0.089328,0.01502
-8.51E-07,0.009091,0.247431,0.01502
-8.50E-07,0.009091,0.247431,0.30751
-8.49E-07,-0.01469,-0.06877,0.109881
-8.48E-07,-0.01469,0.247431,-0.00079
-8.47E-07,-0.00666,-0.06877,-0.02451
-8.46E-07,-0.00666,0.089328,0.01502
-8.45E-07,-0.03043,0.247431,0.038735
-8.44E-07,0.024839,0.089328,0.01502
-8.43E-07,-0.01469,0.089328,0.01502
-8.42E-07,-0.04618,0.405534,-0.00079
-8.41E-07,-0.00666,0.089328,0.01502
-8.40E-07,-0.01469,0.247431,0.03083
-8.39E-07,0.001217,0.247431,0.03083
-8.38E-07,-0.01469,0.089328,0.260079
-8.37E-07,-0.01469,0.089328,0.078261
-8.36E-07,0.001217,0.089328,0.007115
-8.35E-07,0.001217,0.247431,-0.0087
-8.34E-07,-0.00666,-0.06877,0.03083
-8.33E-07,0.009091,0.089328,0.04664
-8.32E-07,0.016965,0.089328,0.007115
-8.31E-07,-0.01469,0.405534,-0.00079
-8.30E-07,0.009091,0.089328,0.007115
-8.29E-07,-0.01469,0.405534,0.007115
-8.28E-07,-0.00666,0.089328,0.022925
-8.27E-07,-0.00666,0.089328,0.094071
-8.26E-07,-0.01469,0.247431,0.228458
-8.25E-07,0.009091,0.405534,0.062451
-8.24E-07,-0.00666,0.247431,-0.0166
-8.23E-07,-0.02256,0.247431,-0.02451
-8.22E-07,-0.00666,-0.06877,0.03083
-8.21E-07,-0.01469,0.247431,0.038735
-8.20E-07,0.009091,0.247431,0.007115
-8.19E-07,-0.02256,0.247431,-0.0087
-8.18E-07,-0.02256,0.405534,-0.00079
-8.17E-07,0.001217,-0.06877,0.01502
-8.16E-07,-0.02256,0.247431,0.022925
-8.15E-07,-0.00666,0.089328,0.212648
-8.14E-07,0.009091,0.405534,0.188933
-8.13E-07,0.001217,0.089328,0.04664
-8.12E-07,-0.01469,0.405534,-0.02451
-8.11E-07,0.009091,0.089328,-0.00079
-8.10E-07,-0.01469,0.405534,0.038735
-8.09E-07,-0.02256,0.089328,0.03083
-8.08E-07,0.001217,0.089328,0.007115
-8.07E-07,-0.03043,0.089328,-0.00079
-8.06E-07,-0.02256,0.089328,-0.00079
-8.05E-07,-0.01469,0.563636,0.01502
-8.04E-07,-0.03043,0.405534,0.007115
-8.03E-07,-0.00666,0.089328,0.283794
-8.02E-07,0.001217,-0.06877,0.149407
-8.01E-07,-0.00666,0.247431,0.038735
-8.00E-07,-0.00666,0.089328,-0.0166
-7.99E-07,0.001217,-0.06877,0.01502
-7.98E-07,-0.01469,0.247431,0.04664
-7.97E-07,-0.01469,-0.06877,0.03083
-7.96E-07,0.001217,0.247431,0.01502
-7.95E-07,-0.02256,0.247431,-0.00079
-7.94E-07,0.001217,0.089328,0.01502
-7.93E-07,0.016965,0.247431,0.022925
-7.92E-07,0.001217,0.247431,-0.00079
-7.91E-07,-0.02256,-0.06877,0.30751
-7.90E-07,0.001217,0.089328,0.125692
-7.89E-07,-0.01469,0.247431,0.022925
-7.88E-07,-0.00666,0.247431,-0.02451
-7.87E-07,-0.00666,0.247431,0.01502
-7.86E-07,-0.00666,-0.06877,0.03083
-7.85E-07,0.009091,0.247431,0.022925
-7.84E-07,0.009091,-0.06877,-0.00079
-7.83E-07,-0.01469,0.089328,-0.00079
-7.82E-07,-0.01469,0.405534,0.007115
-7.81E-07,-0.02256,0.089328,0.01502
-7.80E-07,-0.02256,-0.06877,0.022925
-7.79E-07,-0.03043,0.247431,0.267984
-7.78E-07,0.009091,0.247431,0.101976
-7.77E-07,-0.01469,0.247431,-0.00079
-7.76E-07,-0.00666,0.089328,-0.02451
-7.75E-07,0.001217,0.089328,0.038735
-7.74E-07,-0.00666,0.089328,0.038735
-7.73E-07,0.001217,0.247431,0.007115
-7.72E-07,-0.03043,0.089328,0.007115
-7.71E-07,-0.01469,0.247431,0.01502
-7.70E-07,-0.02256,0.089328,0.022925
-7.69E-07,-0.02256,0.089328,0.022925
-7.68E-07,-0.02256,0.247431,0.070356
-7.67E-07,-0.01469,0.089328,0.236364
-7.66E-07,-0.01469,0.089328,0.078261
-7.65E-07,-0.00666,0.247431,-0.0087
-7.64E-07,-0.01469,0.089328,-0.00079
-7.63E-07,-0.00666,-0.06877,0.04664
-7.62E-07,-0.02256,0.089328,0.04664
-7.61E-07,-0.03043,-0.06877,0.01502
-7.60E-07,0.001217,0.089328,-0.00079
-7.59E-07,-0.00666,0.247431,0.007115
-7.58E-07,-0.02256,-0.06877,0.01502
-7.57E-07,-0.00666,0.247431,0.01502
-7.56E-07,-0.01469,0.247431,0.173123
-7.55E-07,-0.00666,0.089328,0.196838
-7.54E-07,0.001217,0.247431,0.054545
-7.53E-07,-0.01469,0.089328,-0.0166
-7.52E-07,-0.01469,0.405534,-0.0087
-7.51E-07,-0.01469,0.247431,0.03083
-7.50E-07,-0.02256,-0.06877,0.03083
-7.49E-07,-0.02256,0.089328,0.007115
-7.48E-07,-0.00666,0.405534,0.01502
-7.47E-07,-0.00666,0.089328,-0.00079
-7.46E-07,-0.00666,0.247431,0.01502
-7.45E-07,-0.00666,0.247431,0.01502
-7.44E-07,-0.01469,0.089328,0.260079
-7.43E-07,-0.02256,0.247431,0.165217
-7.42E-07,-0.03831,0.089328,0.04664
-7.41E-07,0.001217,0.089328,-0.02451
-7.40E-07,-0.00666,0.089328,0.007115
-7.39E-07,-0.03043,0.089328,0.054545
-7.38E-07,-0.01469,0.247431,0.022925
-7.37E-07,-0.02256,0.405534,0.007115
-7.36E-07,-0.00666,0.089328,-0.00079
-7.35E-07,-0.00666,0.247431,0.007115
-7.34E-07,-0.02256,0.247431,0.007115
-7.33E-07,-0.03043,0.405534,0.01502
-7.32E-07,-0.02256,0.089328,0.299605
-7.31E-07,-0.03043,0.089328,0.117787
-7.30E-07,-0.02256,0.405534,0.03083
-7.29E-07,-0.02256,0.089328,-0.03241
-7.28E-07,0.001217,0.405534,0.007115
-7.27E-07,-0.02256,0.089328,0.03083
-7.26E-07,-0.01469,0.089328,0.01502
-7.25E-07,0.001217,0.089328,-0.00079
-7.24E-07,0.001217,0.089328,-0.0087
-7.23E-07,-0.01469,0.089328,0.01502
-7.22E-07,0.016965,0.089328,0.022925
-7.21E-07,0.016965,0.405534,0.01502
-7.20E-07,-0.01469,0.247431,0.299605
-7.19E-07,0.009091,0.089328,0.101976
-7.18E-07,-0.02256,0.089328,0.007115
-7.17E-07,-0.02256,0.405534,-0.02451
-7.16E-07,0.001217,0.247431,0.03083
-7.15E-07,-0.00666,-0.06877,0.03083
-7.14E-07,-0.02256,0.089328,0.01502
-7.13E-07,-0.00666,0.247431,-0.00079
-7.12E-07,-0.02256,0.089328,-0.00079
-7.11E-07,-0.03043,-0.06877,0.01502
-7.10E-07,-0.03043,0.563636,0.022925
-7.09E-07,-0.02256,-0.06877,0.038735
-7.08E-07,-0.00666,0.089328,0.252174
-7.07E-07,-0.03043,-0.06877,0.086166
-7.06E-07,0.009091,0.089328,-0.00079
-7.05E-07,-0.02256,0.405534,-0.0166
-7.04E-07,-0.01469,0.089328,0.03083
-7.03E-07,-0.00666,0.089328,0.03083
-7.02E-07,-0.01469,-0.06877,0.01502
-7.01E-07,0.001217,0.405534,-0.0166
-7.00E-07,-0.00666,0.089328,0.007115
-6.99E-07,-0.02256,0.089328,0.01502
-6.98E-07,-0.00666,0.089328,0.01502
-6.97E-07,-0.01469,0.089328,0.133597
-6.96E-07,-0.01469,0.247431,0.212648
-6.95E-07,-0.00666,0.089328,0.070356
-6.94E-07,0.001217,-0.06877,-0.0087
-6.93E-07,0.009091,-0.06877,-0.0087
-6.92E-07,-0.01469,-0.06877,0.03083
-6.91E-07,-0.01469,0.089328,0.038735
-6.90E-07,0.001217,0.089328,0.01502
-6.89E-07,0.009091,-0.06877,-0.00079
-6.88E-07,-0.02256,0.089328,0.007115
-6.87E-07,0.001217,0.247431,0.01502
-6.86E-07,-0.02256,0.247431,0.007115
-6.85E-07,-0.01469,0.089328,0.236364
-6.84E-07,-0.00666,0.247431,0.173123
-6.83E-07,-0.00666,0.089328,0.054545
-6.82E-07,-0.00666,0.089328,-0.0166
-6.81E-07,-0.00666,0.089328,0.007115
-6.80E-07,-0.01469,0.089328,0.038735
-6.79E-07,-0.02256,0.247431,0.022925
-6.78E-07,-0.01469,0.247431,-0.00079
-6.77E-07,-0.03043,0.089328,0.01502
-6.76E-07,-0.01469,0.247431,0.007115
-6.75E-07,0.001217,0.247431,0.022925
-6.74E-07,-0.03043,0.089328,-0.00079
-6.73E-07,-0.01469,0.247431,0.2917
-6.72E-07,0.009091,0.247431,0.125692
-6.71E-07,-0.01469,0.247431,0.022925
-6.70E-07,-0.00666,0.089328,-0.0087
-6.69E-07,-0.02256,0.247431,0.01502
-6.68E-07,0.001217,0.089328,0.04664
-6.67E-07,-0.03043,0.247431,0.03083
-6.66E-07,-0.03043,0.089328,0.007115
-6.65E-07,0.016965,0.089328,0.007115
-6.64E-07,-0.02256,0.405534,-0.00079
-6.63E-07,0.001217,0.089328,0.01502
-6.62E-07,-0.02256,0.089328,0.01502
-6.61E-07,0.009091,0.247431,0.299605
-6.60E-07,0.009091,0.089328,0.117787
-6.59E-07,-0.03043,0.247431,0.01502
-6.58E-07,-0.02256,0.089328,-0.02451
-6.57E-07,-0.01469,0.247431,0.01502
-6.56E-07,-0.03043,0.563636,0.038735
-6.55E-07,-0.01469,0.247431,0.022925
-6.54E-07,-0.02256,0.089328,-0.00079
-6.53E-07,-0.01469,0.405534,0.007115
-6.52E-07,-0.03043,0.089328,0.01502
-6.51E-07,0.016965,0.089328,0.01502
-6.50E-07,-0.00666,-0.06877,0.022925
-6.49E-07,-0.02256,0.089328,0.260079
-6.48E-07,-0.02256,-0.06877,0.094071
-6.47E-07,-0.00666,0.089328,-0.00079
-6.46E-07,-0.01469,0.089328,-0.03241
-6.45E-07,-0.00666,0.089328,0.038735
-6.44E-07,-0.01469,0.089328,0.038735
-6.43E-07,0.001217,0.089328,0.022925
-6.42E-07,-0.03043,0.089328,0.007115
-6.41E-07,-0.01469,0.405534,0.007115
-6.40E-07,0.009091,0.247431,-0.00079
-6.39E-07,-0.03043,0.089328,0.007115
-6.38E-07,-0.01469,0.247431,0.086166
-6.37E-07,-0.02256,0.247431,0.228458
-6.36E-07,-0.01469,-0.06877,0.062451
-6.35E-07,-0.02256,0.089328,-0.0166
-6.34E-07,-0.03043,0.247431,-0.0087
-6.33E-07,0.009091,0.247431,0.038735
-6.32E-07,-0.03043,0.247431,0.038735
-6.31E-07,0.001217,0.247431,0.01502
-6.30E-07,0.001217,0.089328,-0.0087
-6.29E-07,-0.00666,0.089328,0.01502
-6.28E-07,-0.02256,0.247431,0.007115
-6.27E-07,-0.00666,-0.06877,0.022925
-6.26E-07,0.001217,0.089328,0.188933
-6.25E-07,-0.02256,0.405534,0.196838
-6.24E-07,0.016965,0.247431,0.04664
-6.23E-07,-0.02256,0.247431,-0.03241
-6.22E-07,0.001217,0.089328,0.01502
-6.21E-07,-0.03831,0.247431,0.038735
-6.20E-07,-0.03043,0.089328,0.03083
-6.19E-07,-0.02256,0.405534,0.01502
-6.18E-07,-0.01469,0.089328,-0.00079
-6.17E-07,-0.01469,0.089328,-0.00079
-6.16E-07,-0.01469,0.089328,0.022925
-6.15E-07,-0.02256,0.563636,-0.00079
-6.14E-07,-0.03043,0.405534,0.275889
-6.13E-07,-0.00666,0.089328,0.157312
-6.12E-07,0.001217,0.247431,0.022925
-6.11E-07,-0.01469,0.247431,-0.03241
-6.10E-07,-0.02256,0.089328,0.007115
-6.09E-07,-0.02256,0.089328,0.03083
-6.08E-07,0.016965,0.405534,0.022925
-6.07E-07,-0.01469,0.247431,0.007115
-6.06E-07,-0.02256,0.089328,-0.00079
-6.05E-07,-0.01469,0.247431,0.007115
-6.04E-07,0.001217,0.247431,-0.00079
-6.03E-07,0.001217,0.405534,0.007115
-6.02E-07,-0.02256,0.089328,0.299605
-6.01E-07,-0.00666,0.089328,0.133597
-6.00E-07,-0.03043,-0.06877,0.022925
-5.99E-07,-0.01469,0.247431,-0.02451
-5.98E-07,-0.03831,0.405534,0.022925
-5.97E-07,-0.00666,0.089328,0.04664
-5.96E-07,-0.00666,0.089328,0.022925
-5.95E-07,0.001217,0.405534,0.007115
-5.94E-07,-0.03043,0.247431,0.007115
-5.93E-07,-0.01469,0.247431,0.007115
-5.92E-07,0.001217,0.089328,0.01502
-5.91E-07,-0.00666,-0.06877,0.01502
-5.90E-07,-0.01469,0.247431,0.283794
-5.89E-07,-0.02256,0.089328,0.094071
-5.88E-07,0.009091,0.247431,0.007115
-5.87E-07,0.009091,0.089328,-0.0087
-5.86E-07,0.009091,0.089328,0.03083
-5.85E-07,-0.01469,0.247431,0.03083
-5.84E-07,-0.00666,0.089328,0.007115
-5.83E-07,-0.02256,-0.06877,-0.00079
-5.82E-07,-0.02256,0.247431,0.01502
-5.81E-07,-0.03043,0.247431,0.007115
-5.80E-07,-0.00666,0.089328,0.022925
-5.79E-07,-0.01469,-0.06877,0.086166
-5.78E-07,0.001217,0.089328,0.244269
-5.77E-07,-0.02256,0.089328,0.086166
-5.76E-07,-0.01469,0.247431,-0.0166
-5.75E-07,-0.01469,0.405534,-0.0087
-5.74E-07,0.009091,0.247431,0.03083
-5.73E-07,-0.00666,0.089328,0.04664
-5.72E-07,-0.03043,0.247431,0.022925
-5.71E-07,0.001217,0.089328,-0.0087
-5.70E-07,-0.00666,0.089328,0.007115
-5.69E-07,0.001217,0.247431,0.01502
-5.68E-07,-0.00666,0.089328,-0.00079
-5.67E-07,-0.01469,0.089328,0.173123
-5.66E-07,-0.02256,0.247431,0.212648
-5.65E-07,-0.02256,0.089328,0.062451
-5.64E-07,-0.01469,0.247431,-0.02451
-5.63E-07,-0.02256,0.089328,-0.00079
-5.62E-07,0.001217,0.089328,0.04664
-5.61E-07,-0.00666,0.089328,0.03083
-5.60E-07,0.009091,0.247431,0.007115
-5.59E-07,-0.03043,0.089328,0.007115
-5.58E-07,-0.01469,0.089328,-0.00079
-5.57E-07,-0.01469,-0.06877,0.01502
-5.56E-07,0.001217,0.247431,0.01502
-5.55E-07,-0.01469,0.247431,0.252174
-5.54E-07,0.001217,0.247431,0.157312
-5.53E-07,-0.00666,0.089328,0.04664
-5.52E-07,0.009091,0.247431,-0.0166
-5.51E-07,-0.00666,0.405534,0.007115
-5.50E-07,-0.01469,0.089328,0.04664
-5.49E-07,0.009091,0.247431,0.01502
-5.48E-07,-0.01469,0.247431,-0.00079
-5.47E-07,-0.01469,0.247431,-0.00079
-5.46E-07,0.001217,0.089328,0.007115
-5.45E-07,-0.00666,0.089328,0.01502
-5.44E-07,0.009091,0.405534,0.007115
-5.43E-07,-0.00666,0.405534,0.299605
-5.42E-07,-0.00666,0.089328,0.117787
-5.41E-07,-0.02256,0.089328,0.03083
-5.40E-07,0.009091,0.247431,-0.03241
-5.39E-07,-0.00666,0.089328,0.01502
-5.38E-07,-0.02256,0.089328,0.04664
-5.37E-07,0.009091,0.089328,0.022925
-5.36E-07,-0.00666,0.089328,-0.0087
-5.35E-07,-0.00666,0.089328,0.007115
-5.34E-07,-0.00666,0.247431,0.007115
-5.33E-07,-0.00666,0.247431,0.022925
-5.32E-07,-0.03043,0.563636,0.022925
-5.31E-07,-0.03043,0.089328,0.283794
-5.30E-07,-0.02256,0.247431,0.109881
-5.29E-07,-0.02256,0.089328,0.01502
-5.28E-07,-0.00666,0.247431,-0.02451
-5.27E-07,-0.00666,-0.06877,0.01502
-5.26E-07,-0.00666,0.089328,0.038735
-5.25E-07,-0.00666,0.405534,0.022925
-5.24E-07,0.009091,0.089328,-0.00079
-5.23E-07,0.001217,0.247431,0.007115
-5.22E-07,-0.01469,0.089328,0.01502
-5.21E-07,-0.02256,0.247431,0.007115
-5.20E-07,-0.00666,0.247431,0.054545
-5.19E-07,-0.02256,0.247431,0.252174
-5.18E-07,-0.02256,0.089328,0.086166
-5.17E-07,0.001217,0.089328,-0.0087
-5.16E-07,-0.01469,0.563636,-0.0166
-5.15E-07,-0.02256,0.247431,0.04664
-5.14E-07,-0.02256,0.247431,0.038735
-5.13E-07,-0.00666,0.089328,0.007115
-5.12E-07,-0.00666,0.405534,-0.00079
-5.11E-07,-0.02256,0.089328,0.01502
-5.10E-07,0.016965,0.089328,-0.00079
-5.09E-07,-0.01469,0.247431,0.022925
-5.08E-07,0.001217,0.247431,0.141502
-5.07E-07,0.009091,0.089328,0.212648
-5.06E-07,-0.00666,-0.06877,0.070356
-5.05E-07,-0.02256,0.405534,-0.0166
-5.04E-07,-0.00666,0.089328,-0.00079
-5.03E-07,-0.00666,0.089328,0.054545
-5.02E-07,-0.01469,0.247431,0.022925
-5.01E-07,-0.00666,0.089328,0.007115
-5.00E-07,0.009091,0.089328,-0.0087
-4.99E-07,0.009091,0.089328,0.01502
-4.98E-07,-0.00666,0.247431,0.01502
-4.97E-07,-0.03043,-0.06877,0.01502
-4.96E-07,0.001217,0.089328,0.220553
-4.95E-07,0.016965,0.247431,0.173123
-4.94E-07,-0.02256,0.089328,0.04664
-4.93E-07,-0.00666,0.089328,-0.02451
-4.92E-07,-0.01469,0.247431,-0.00079
-4.91E-07,-0.01469,0.089328,0.03083
-4.90E-07,-0.00666,0.247431,0.022925
-4.89E-07,0.001217,-0.06877,0.01502
-4.88E-07,-0.01469,0.089328,0.007115
-4.87E-07,-0.02256,0.247431,-0.00079
-4.86E-07,0.001217,-0.06877,0.01502
-4.85E-07,-0.00666,-0.06877,0.007115
-4.84E-07,-0.00666,0.405534,0.299605
-4.83E-07,-0.01469,-0.06877,0.141502
-4.82E-07,-0.02256,-0.06877,0.03083
-4.81E-07,-0.02256,0.089328,-0.02451
-4.80E-07,-0.00666,0.089328,0.01502
-4.79E-07,-0.02256,0.247431,0.04664
-4.78E-07,-0.00666,0.247431,0.038735
-4.77E-07,-0.02256,0.247431,-0.00079
-4.76E-07,-0.00666,0.089328,0.007115
-4.75E-07,-0.00666,-0.06877,0.01502
-4.74E-07,-0.02256,0.089328,0.01502
-4.73E-07,0.001217,0.089328,0.01502
-4.72E-07,-0.01469,0.247431,0.299605
-4.71E-07,0.016965,0.089328,0.125692
-4.70E-07,-0.02256,-0.06877,0.022925
-4.69E-07,-0.00666,0.089328,-0.0166
-4.68E-07,0.001217,0.247431,0.022925
-4.67E-07,-0.00666,0.247431,0.04664
-4.66E-07,-0.01469,0.405534,0.022925
-4.65E-07,0.009091,0.247431,-0.00079
-4.64E-07,0.001217,0.405534,-0.00079
-4.63E-07,0.001217,0.089328,0.01502
-4.62E-07,-0.02256,0.089328,0.01502
-4.61E-07,0.001217,0.247431,0.022925
-4.60E-07,0.009091,0.089328,0.267984
-4.59E-07,0.009091,0.247431,0.094071
-4.58E-07,-0.02256,0.405534,-0.00079
-4.57E-07,-0.00666,0.089328,-0.0166
-4.56E-07,-0.02256,0.247431,0.03083
-4.55E-07,-0.00666,0.247431,0.038735
-4.54E-07,0.001217,0.247431,0.01502
-4.53E-07,-0.02256,0.247431,-0.0087
-4.52E-07,-0.00666,0.247431,-0.00079
-4.51E-07,-0.00666,0.247431,0.022925
-4.50E-07,-0.02256,0.089328,0.007115
-4.49E-07,-0.00666,0.089328,0.109881
-4.48E-07,-0.01469,-0.06877,0.236364
-4.47E-07,-0.03043,-0.06877,0.070356
-4.46E-07,0.001217,-0.06877,-0.02451
-4.45E-07,-0.02256,0.089328,-0.00079
-4.44E-07,0.001217,-0.06877,0.038735
-4.43E-07,0.009091,0.247431,0.038735
-4.42E-07,0.009091,0.405534,0.01502
-4.41E-07,-0.02256,0.405534,-0.00079
-4.40E-07,-0.00666,0.247431,-0.00079
-4.39E-07,-0.02256,0.089328,0.007115
-4.38E-07,-0.00666,0.089328,0.022925
-4.37E-07,0.001217,0.089328,0.204743
-4.36E-07,-0.02256,0.563636,0.196838
-4.35E-07,-0.00666,0.089328,0.054545
-4.34E-07,-0.00666,0.247431,-0.0166
-4.33E-07,-0.02256,0.247431,-0.00079
-4.32E-07,-0.00666,0.247431,0.038735
-4.31E-07,-0.01469,0.089328,0.038735
-4.30E-07,-0.03043,0.089328,0.01502
-4.29E-07,0.016965,0.089328,-0.00079
-4.28E-07,0.001217,0.247431,0.007115
-4.27E-07,0.001217,0.247431,0.01502
-4.26E-07,0.009091,0.247431,0.01502
-4.25E-07,-0.00666,0.089328,0.275889
-4.24E-07,0.001217,0.247431,0.149407
-4.23E-07,-0.00666,0.089328,0.038735
-4.22E-07,-0.00666,0.089328,-0.03241
-4.21E-07,0.009091,-0.06877,0.01502
-4.20E-07,0.009091,0.089328,0.054545
-4.19E-07,0.001217,0.563636,0.038735
-4.18E-07,0.001217,0.247431,0.007115
-4.17E-07,0.024839,0.247431,0.007115
-4.16E-07,-0.00666,0.247431,0.01502
-4.15E-07,-0.01469,0.247431,0.01502
-4.14E-07,-0.02256,-0.06877,0.007115
-4.13E-07,-0.02256,0.247431,0.30751
-4.12E-07,0.001217,0.247431,0.117787
-4.11E-07,0.009091,0.089328,0.01502
-4.10E-07,0.009091,0.089328,-0.0166
-4.09E-07,0.016965,0.089328,0.022925
-4.08E-07,-0.03043,0.089328,0.054545
-4.07E-07,-0.02256,0.247431,0.022925
-4.06E-07,0.009091,0.247431,0.007115
-4.05E-07,-0.02256,-0.06877,-0.00079
-4.04E-07,-0.01469,0.247431,0.01502
-4.03E-07,-0.03043,0.247431,0.01502
-4.02E-07,0.001217,0.089328,0.022925
-4.01E-07,-0.00666,0.089328,0.283794
-4.00E-07,-0.01469,0.247431,0.101976
-3.99E-07,-0.02256,0.089328,-0.0087
-3.98E-07,0.001217,0.089328,-0.0166
-3.97E-07,0.009091,-0.06877,0.038735
-3.96E-07,0.001217,0.247431,0.04664
-3.95E-07,0.016965,0.247431,0.03083
-3.94E-07,-0.03043,0.089328,-0.0087
-3.93E-07,0.009091,0.405534,0.007115
-3.92E-07,-0.00666,0.089328,0.01502
-3.91E-07,0.001217,0.247431,0.022925
-3.90E-07,0.001217,0.089328,0.062451
-3.89E-07,0.001217,0.247431,0.244269
-3.88E-07,-0.00666,0.405534,0.078261
-3.87E-07,-0.01469,0.089328,-0.00079
-3.86E-07,0.009091,0.405534,-0.0087
-3.85E-07,0.009091,0.247431,0.038735
-3.84E-07,0.016965,0.089328,0.04664
-3.83E-07,0.001217,-0.06877,0.022925
-3.82E-07,-0.01469,0.089328,-0.00079
-3.81E-07,0.009091,0.247431,0.007115
-3.80E-07,-0.01469,0.247431,0.007115
-3.79E-07,0.009091,0.405534,0.03083
-3.78E-07,-0.02256,0.247431,0.157312
-3.77E-07,-0.01469,0.247431,0.204743
-3.76E-07,0.024839,0.247431,0.04664
-3.75E-07,-0.02256,0.089328,-0.02451
-3.74E-07,-0.02256,0.089328,-0.0087
-3.73E-07,-0.00666,0.247431,0.03083
-3.72E-07,-0.02256,0.247431,0.03083
-3.71E-07,-0.00666,0.247431,0.01502
-3.70E-07,0.009091,0.089328,-0.00079
