t,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10
0.011486272,0.039999999,0.039999999,0.039999999,0.039999999,0.039999999,0.11905138,0.11905138,0.039999999,0.19810277,0.11905138
0.011486422,0.19810277,0.039999999,0.11905138,0.11905138,0.039999999,0.039999999,-0.039051384,0.11905138,0.11905138,0.11905138
0.011486572,0.039999999,0.11905138,0.039999999,0.11905138,0.11905138,0.039999999,0.11905138,0.11905138,0.11905138,0.11905138
0.011486723,0.039999999,0.039999999,0.039999999,0.039999999,0.039999999,0.19810277,0.039999999,0.11905138,0.039999999,0.039999999
0.011486873,0.11905138,0.039999999,0.039999999,-0.039051384,0.11905138,0.039999999,0.039999999,0.11905138,-0.039051384,0.11905138
0.011487023,-0.039051384,0.11905138,0.039999999,0.039999999,0.11905138,0.11905138,0.11905138,0.11905138,0.11905138,0.039999999
0.011487173,0.11905138,0.039999999,0.039999999,-0.039051384,0.11905138,0.11905138,0.11905138,0.11905138,-0.039051384,-0.039051384
0.011487323,0.039999999,0.039999999,0.039999999,0.11905138,0.039999999,0.039999999,0.11905138,0.039999999,0.11905138,0.039999999
0.011487473,0.19810277,0.11905138,0.039999999,0.11905138,0.11905138,0.039999999,0.039999999,0.039999999,0.11905138,0.11905138
0.011487624,0.039999999,0.039999999,0.11905138,0.039999999,0.039999999,0.039999999,0.11905138,-0.11810277,0.039999999,-0.039051384
0.011487774,0.039999999,0.11905138,0.039999999,0.11905138,0.11905138,-0.039051384,0.039999999,0.039999999,0.039999999,-0.039051384
0.011487924,0.19810277,0.039999999,0.039999999,0.039999999,0.039999999,0.039999999,0.039999999,0.039999999,0.11905138,0.11905138
0.011488074,0.039999999,0.039999999,0.039999999,0.039999999,0.19810277,0.039999999,0.11905138,0.11905138,0.039999999,0.11905138
0.011488224,0.039999999,0.11905138,-0.039051384,0.11905138,0.11905138,0.039999999,-0.039051384,0.039999999,-0.039051384,0.19810277
0.011488375,0.039999999,0.11905138,0.11905138,0.039999999,0.039999999,0.039999999,0.11905138,0.039999999,0.11905138,0.19810277
0.011488525,0.039999999,0.039999999,0.11905138,0.039999999,0.039999999,0.039999999,0.11905138,0.039999999,0.11905138,0.11905138
0.011488675,-0.039051384,0.19810277,0.039999999,0.19810277,0.11905138,0.11905138,0.11905138,0.039999999,0.11905138,0.11905138
0.011488825,-0.039051384,0.039999999,0.11905138,0.11905138,0.19810277,0.039999999,0.039999999,0.039999999,0.11905138,0.11905138
0.011488975,0.11905138,0.039999999,0.19810277,0.11905138,-0.11810277,-0.039051384,0.039999999,0.11905138,0.039999999,-0.11810277
0.011489126,-0.039051384,0.11905138,0.11905138,0.11905138,0.039999999,0.11905138,0.11905138,0.19810277,0.11905138,0.19810277
0.011489276,0.039999999,0.11905138,0.11905138,0.11905138,0.039999999,0.039999999,0.11905138,0.19810277,-0.039051384,0.11905138
0.011489426,0.11905138,0.11905138,0.11905138,0.11905138,0.039999999,0.039999999,0.039999999,0.039999999,0.11905138,0.11905138
0.011489576,0.19810277,0.11905138,0.19810277,0.11905138,0.11905138,0.039999999,0.11905138,0.039999999,0.039999999,0.039999999
0.011489726,0.11905138,0.039999999,-0.039051384,0.039999999,0.11905138,-0.039051384,0.19810277,0.11905138,0.039999999,0.039999999
0.011489877,0.039999999,0.11905138,0.039999999,0.039999999,0.039999999,0.11905138,0.039999999,0.039999999,0.11905138,0.11905138
0.011490027,0.11905138,0.039999999,0.039999999,0.039999999,0.11905138,0.11905138,-0.039051384,0.11905138,0.11905138,0.039999999
0.011490177,0.11905138,0.11905138,0.11905138,0.039999999,0.11905138,0.039999999,0.039999999,0.039999999,0.11905138,0.11905138
0.011490327,0.039999999,0.11905138,0.039999999,-0.039051384,0.11905138,0.11905138,0.19810277,0.039999999,0.11905138,0.039999999
0.011490477,0.11905138,0.11905138,0.039999999,0.19810277,0.11905138,0.11905138,0.039999999,0.039999999,0.11905138,0.11905138
0.011490628,0.039999999,0.11905138,0.19810277,0.11905138,0.039999999,0.11905138,0.11905138,0.039999999,0.11905138,0.11905138
0.011490778,0.039999999,0.11905138,0.11905138,0.039999999,0.039999999,0.11905138,0.11905138,0.039999999,0.11905138,0.039999999
0.011490928,0.039999999,-0.039051384,0.039999999,0.11905138,0.039999999,0.039999999,0.11905138,0.19810277,0.11905138,0.11905138
0.011491078,0.11905138,0.039999999,0.11905138,0.11905138,0.11905138,0.039999999,0.039999999,0.039999999,0.039999999,0.19810277
0.011491228,-0.039051384,0.11905138,0.11905138,0.11905138,0.039999999,0.039999999,0.11905138,0.11905138,0.11905138,0.039999999
0.011491379,0.11905138,0.039999999,0.11905138,0.11905138,0.039999999,0.039999999,0.039999999,0.11905138,0.039999999,0.11905138
0.011491529,0.11905138,0.11905138,-0.039051384,0.11905138,-0.039051384,0.039999999,0.039999999,0.039999999,0.19810277,0.11905138
0.011491679,0.11905138,0.19810277,0.11905138,0.039999999,0.11905138,0.039999999,0.19810277,-0.039051384,0.039999999,0.039999999
0.011491829,0.039999999,0.039999999,0.039999999,0.19810277,0.11905138,0.19810277,0.11905138,-0.039051384,0.039999999,0.039999999
0.011491979,-0.039051384,0.11905138,0.11905138,0.039999999,0.039999999,0.11905138,0.11905138,0.039999999,0.039999999,0.19810277
0.01149213,0.039999999,0.11905138,0.039999999,0.039999999,0.039999999,0.039999999,0.11905138,0.039999999,-0.039051384,0.11905138
0.01149228,0.11905138,0.039999999,0.039999999,0.039999999,0.11905138,0.039999999,-0.039051384,0.039999999,0.11905138,0.039999999
0.01149243,0.11905138,0.039999999,0.11905138,0.11905138,0.039999999,-0.039051384,0.039999999,0.19810277,0.11905138,0.039999999
0.01149258,0.11905138,0.039999999,0.039999999,-0.039051384,0.19810277,0.039999999,0.19810277,0.11905138,0.11905138,0.11905138
0.01149273,0.039999999,0.039999999,0.039999999,0.039999999,0.039999999,0.11905138,0.11905138,0.11905138,0.039999999,0.19810277
0.01149288,0.039999999,0.039999999,0.039999999,0.19810277,-0.039051384,0.039999999,0.039999999,0.039999999,0.039999999,-0.11810277
0.011493031,0.039999999,0.19810277,0.039999999,0.039999999,0.039999999,0.039999999,0.039999999,0.039999999,0.19810277,0.11905138
0.011493181,0.039999999,0.19810277,0.039999999,-0.039051384,0.11905138,0.11905138,0.11905138,0.11905138,0.11905138,0.11905138
0.011493331,0.11905138,0.039999999,0.19810277,0.039999999,-0.039051384,-0.039051384,0.19810277,0.11905138,0.11905138,0.11905138
0.011493481,0.19810277,0.039999999,0.11905138,0.039999999,0.039999999,0.11905138,0.11905138,0.11905138,0.11905138,0.11905138
0.011493631,0.11905138,0.039999999,0.11905138,0.039999999,0.039999999,0.19810277,0.11905138,0.11905138,0.039999999,0.19810277
0.011493782,0.039999999,0.19810277,0.039999999,0.11905138,0.11905138,0.039999999,0.11905138,0.039999999,0.039999999,0.039999999
0.011493932,0.11905138,0.19810277,0.11905138,0.039999999,0.19810277,0.039999999,-0.039051384,0.19810277,0.039999999,0.039999999
0.011494082,0.11905138,0.039999999,0.039999999,0.039999999,0.039999999,0.11905138,0.039999999,0.039999999,0.11905138,0.11905138
0.011494232,-0.039051384,0.11905138,0.11905138,0.039999999,0.039999999,0.11905138,0.039999999,0.19810277,0.19810277,0.11905138
0.011494382,-0.039051384,0.039999999,0.11905138,0.039999999,0.11905138,0.039999999,0.039999999,0.039999999,0.039999999,0.11905138
0.011494533,0.039999999,0.11905138,0.11905138,-0.039051384,0.11905138,0.039999999,0.11905138,0.039999999,0.11905138,0.19810277
0.011494683,0.039999999,0.11905138,0.11905138,0.039999999,0.039999999,0.039999999,0.11905138,0.11905138,0.11905138,0.039999999
0.011494833,0.11905138,0.039999999,0.11905138,0.11905138,0.11905138,0.039999999,-0.039051384,0.11905138,0.039999999,-0.039051384
0.011494983,-0.039051384,0.19810277,0.039999999,0.039999999,0.039999999,0.19810277,0.039999999,0.11905138,0.039999999,0.039999999
0.011495133,0.039999999,0.039999999,0.11905138,0.039999999,0.11905138,0.11905138,0.039999999,0.11905138,0.039999999,0.11905138
0.011495284,0.039999999,0.19810277,0.11905138,0.039999999,0.11905138,0.11905138,0.11905138,0.039999999,0.27715415,0.039999999
0.011495434,0.11905138,0.11905138,0.039999999,0.039999999,0.11905138,0.039999999,0.11905138,0.11905138,0.11905138,0.039999999
0.011495584,0.039999999,0.11905138,0.11905138,-0.039051384,0.039999999,0.039999999,0.039999999,0.11905138,0.039999999,0.11905138
0.011495734,0.039999999,0.19810277,-0.039051384,0.11905138,0.039999999,0.11905138,0.11905138,0.11905138,0.039999999,-0.039051384
0.011495884,0.11905138,0.039999999,0.039999999,0.11905138,0.11905138,0.039999999,0.039999999,0.11905138,0.19810277,0.11905138
0.011496035,0.11905138,0.039999999,0.19810277,0.11905138,0.11905138,0.19810277,0.039999999,0.11905138,0.11905138,0.11905138
0.011496185,0.19810277,0.039999999,0.039999999,0.11905138,0.039999999,0.11905138,-0.039051384,0.039999999,0.11905138,0.11905138
0.011496335,0.11905138,0.19810277,-0.039051384,-0.039051384,0.039999999,0.039999999,0.039999999,0.11905138,-0.039051384,0.19810277
0.011496485,0.19810277,0.11905138,0.19810277,0.11905138,0.11905138,0.039999999,0.039999999,0.11905138,0.11905138,0.039999999
0.011496635,0.11905138,0.039999999,0.11905138,0.11905138,0.11905138,0.039999999,0.039999999,0.039999999,-0.039051384,0.039999999
0.011496786,0.11905138,-0.039051384,0.039999999,0.19810277,0.11905138,0.11905138,0.039999999,-0.039051384,0.11905138,0.11905138
0.011496936,0.11905138,0.039999999,0.11905138,0.039999999,0.11905138,0.11905138,0.039999999,0.039999999,0.11905138,0.039999999
0.011497086,0.11905138,0.039999999,0.039999999,0.039999999,0.039999999,0.11905138,0.19810277,0.11905138,0.11905138,0.19810277
0.011497236,0.19810277,0.11905138,-0.039051384,0.11905138,0.19810277,0.11905138,0.11905138,-0.039051384,0.039999999,0.039999999
0.011497386,0.11905138,0.039999999,0.19810277,0.11905138,0.11905138,0.039999999,0.11905138,0.19810277,0.19810277,0.11905138
0.011497537,-0.039051384,0.11905138,0.11905138,0.19810277,0.039999999,0.039999999,0.11905138,0.11905138,0.19810277,0.11905138
0.011497687,0.039999999,0.11905138,0.11905138,0.11905138,0.11905138,0.11905138,0.11905138,0.19810277,0.039999999,0.039999999
0.011497837,0.11905138,0.19810277,0.11905138,-0.039051384,0.19810277,0.11905138,0.11905138,0.19810277,0.039999999,0.039999999
0.011497987,0.039999999,0.039999999,0.11905138,-0.039051384,0.039999999,0.039999999,0.11905138,0.039999999,0.039999999,0.11905138
0.011498137,0.11905138,0.19810277,-0.039051384,0.039999999,0.19810277,0.039999999,-0.039051384,0.039999999,0.039999999,0.039999999
0.011498287,0.039999999,-0.039051384,0.11905138,0.19810277,0.039999999,0.11905138,0.039999999,0.039999999,0.19810277,0.19810277
0.011498438,0.11905138,0.039999999,0.11905138,0.11905138,0.11905138,0.11905138,0.19810277,0.039999999,0.039999999,0.11905138
0.011498588,0.11905138,0.19810277,0.19810277,0.11905138,0.039999999,0.11905138,0.039999999,0.039999999,0.039999999,0.039999999
0.011498738,0.11905138,0.039999999,0.11905138,0.19810277,0.039999999,0.11905138,0.039999999,-0.039051384,0.11905138,0.11905138
0.011498888,0.039999999,0.19810277,0.19810277,0.039999999,-0.039051384,0.039999999,0.11905138,0.039999999,0.039999999,0.039999999
0.011499038,0.039999999,0.11905138,-0.039051384,0.039999999,0.11905138,0.11905138,0.11905138,0.11905138,-0.039051384,-0.039051384
0.011499189,0.039999999,0.039999999,0.039999999,0.11905138,0.11905138,0.039999999,0.039999999,0.19810277,0.11905138,0.039999999
0.011499339,0.039999999,0.11905138,0.19810277,0.11905138,0.039999999,0.039999999,0.039999999,0.039999999,0.039999999,-0.039051384
0.011499489,0.039999999,0.11905138,0.039999999,0.039999999,0.039999999,0.039999999,0.11905138,0.19810277,-0.039051384,-0.039051384
0.011499639,0.039999999,0.11905138,0.27715415,0.039999999,0.11905138,0.11905138,0.11905138,0.11905138,0.11905138,0.11905138
0.011499789,0.11905138,0.11905138,0.039999999,0.039999999,0.11905138,0.11905138,0.11905138,0.039999999,0.039999999,0.11905138
0.01149994,0.11905138,0.11905138,0.11905138,0.11905138,0.039999999,0.11905138,0.11905138,0.11905138,0.11905138,0.11905138
0.01150009,0.039999999,0.039999999,0.11905138,0.11905138,0.19810277,0.039999999,0.039999999,0.11905138,0.19810277,0.039999999
0.01150024,0.11905138,0.039999999,0.19810277,0.039999999,0.11905138,0.11905138,0.11905138,0.11905138,0.19810277,0.19810277
0.01150039,0.11905138,0.19810277,0.039999999,0.039999999,0.039999999,0.19810277,-0.039051384,0.11905138,0.11905138,0.039999999
0.01150054,0.11905138,0.11905138,0.039999999,0.19810277,0.039999999,0.11905138,0.11905138,0.11905138,0.039999999,-0.11810277
0.011500691,0.039999999,0.039999999,0.039999999,0.11905138,0.11905138,0.039999999,0.11905138,0.11905138,0.11905138,0.11905138
0.011500841,0.19810277,0.039999999,0.039999999,0.11905138,0.11905138,0.039999999,0.11905138,0.11905138,0.11905138,0.27715415
0.011500991,0.11905138,0.039999999,0.039999999,0.039999999,0.11905138,0.11905138,0.039999999,0.19810277,0.11905138,-0.039051384
0.011501141,0.11905138,0.19810277,0.19810277,0.039999999,0.039999999,0.19810277,0.039999999,0.039999999,0.11905138,0.19810277
0.011501291,0.11905138,0.11905138,0.11905138,0.19810277,0.039999999,0.039999999,0.039999999,0.11905138,0.11905138,0.039999999
0.011501442,0.039999999,0.11905138,0.11905138,0.11905138,0.11905138,0.039999999,0.19810277,0.11905138,0.11905138,0.11905138
0.011501592,0.039999999,0.11905138,0.039999999,0.11905138,0.11905138,0.039999999,0.11905138,0.039999999,0.19810277,0.039999999
0.011501742,0.11905138,0.11905138,-0.039051384,0.11905138,0.039999999,0.039999999,0.039999999,0.11905138,0.11905138,0.11905138
0.011501892,0.19810277,0.11905138,0.11905138,0.039999999,0.11905138,0.11905138,0.039999999,0.039999999,0.11905138,0.19810277
0.011502042,-0.039051384,0.19810277,0.11905138,0.039999999,0.039999999,0.039999999,0.11905138,0.039999999,0.11905138,0.11905138
0.011502193,0.11905138,0.039999999,0.039999999,-0.039051384,0.039999999,0.11905138,0.039999999,0.039999999,0.11905138,0.19810277
0.011502343,0.039999999,0.039999999,0.039999999,0.11905138,0.039999999,0.19810277,0.19810277,0.039999999,0.11905138,0.039999999
0.011502493,0.11905138,0.039999999,0.11905138,0.11905138,5.652648,0.11905138,0.11905138,0.19810277,-0.11810277,0.11905138
0.011502643,0.039999999,-0.039051384,0.039999999,0.11905138,7.312727,0.19810277,0.11905138,0.19810277,0.11905138,0.039999999
0.011502793,0.19810277,0.11905138,0.11905138,0.11905138,0.19810277,0.11905138,0.039999999,0.11905138,0.039999999,0.11905138
0.011502943,0.039999999,-0.039051384,0.11905138,0.19810277,-5.335494,0.039999999,0.11905138,0.039999999,0.11905138,0.039999999
0.011503094,0.11905138,0.19810277,0.039999999,0.039999999,-3.280158,0.039999999,0.039999999,0.11905138,0.11905138,0.11905138
0.011503244,0.11905138,0.19810277,0.11905138,0.19810277,2.4905927,0.19810277,0.039999999,0.039999999,0.19810277,0.11905138
0.011503394,0.039999999,0.039999999,0.11905138,0.039999999,3.2020552,0.039999999,0.039999999,0.11905138,0.11905138,0.039999999
0.011503544,0.11905138,0.039999999,-0.039051384,0.039999999,0.35620552,0.19810277,0.039999999,-0.039051384,0.11905138,0.19810277
0.011503694,0.19810277,0.039999999,-0.039051384,0.11905138,-1.4619763,-0.039051384,0.039999999,-0.039051384,0.11905138,0.11905138
0.011503845,0.11905138,0.11905138,0.11905138,0.039999999,-0.59241104,0.039999999,0.039999999,0.11905138,0.11905138,-0.039051384
0.011503995,0.19810277,0.11905138,0.11905138,0.039999999,0.51430833,0.11905138,0.11905138,0.19810277,0.19810277,0.11905138
0.011504145,0.039999999,0.19810277,0.11905138,0.039999999,0.51430833,0.039999999,0.11905138,0.039999999,0.19810277,0.11905138
0.011504295,0.11905138,0.11905138,0.039999999,0.11905138,-0.19715416,-0.039051384,0.039999999,0.11905138,0.11905138,0.039999999
0.011504445,0.11905138,0.11905138,0.19810277,0.11905138,0.11905138,0.11905138,0.039999999,0.19810277,0.19810277,0.11905138
0.011504596,0.11905138,0.11905138,0.19810277,0.039999999,0.039999999,0.11905138,0.039999999,0.11905138,0.039999999,0.11905138
0.011504746,0.11905138,0.039999999,0.19810277,0.039999999,0.11905138,0.039999999,0.039999999,-0.039051384,0.039999999,0.19810277
0.011504896,0.19810277,0.039999999,0.11905138,0.039999999,0.039999999,0.11905138,0.039999999,0.11905138,0.039999999,0.11905138
0.011505046,-0.039051384,0.039999999,0.11905138,0.11905138,0.039999999,0.039999999,0.039999999,0.11905138,0.11905138,0.11905138
0.011505196,0.11905138,0.19810277,0.039999999,-0.039051384,0.19810277,0.19810277,0.11905138,0.19810277,0.11905138,0.11905138
0.011505347,0.11905138,-0.039051384,0.039999999,0.039999999,0.11905138,0.11905138,0.11905138,0.11905138,0.11905138,-0.039051384
0.011505497,0.039999999,0.19810277,0.11905138,0.19810277,0.11905138,0.19810277,0.19810277,0.039999999,0.19810277,0.039999999
0.011505647,0.11905138,0.19810277,0.039999999,0.11905138,0.11905138,0.11905138,0.039999999,0.11905138,0.11905138,0.11905138
0.011505797,0.19810277,0.039999999,0.19810277,0.11905138,0.039999999,0.039999999,0.039999999,-0.039051384,0.039999999,0.11905138
0.011505947,0.11905138,0.19810277,0.19810277,0.11905138,0.039999999,0.11905138,0.19810277,0.11905138,0.11905138,0.039999999
0.011506098,0.039999999,0.11905138,0.11905138,0.039999999,0.19810277,-0.039051384,0.19810277,0.039999999,0.19810277,-0.039051384
0.011506248,0.11905138,0.11905138,0.039999999,0.19810277,0.11905138,0.11905138,0.11905138,0.11905138,0.11905138,0.11905138
0.011506398,-0.039051384,0.19810277,0.039999999,0.11905138,0.11905138,0.039999999,0.039999999,0.11905138,0.19810277,0.11905138
0.011506548,-0.039051384,0.11905138,0.11905138,0.039999999,0.039999999,0.19810277,-0.039051384,0.039999999,0.11905138,0.19810277
0.011506698,0.039999999,0.039999999,0.039999999,0.11905138,-0.039051384,0.039999999,0.19810277,0.039999999,0.19810277,0.11905138
0.011506849,0.11905138,0.039999999,-0.039051384,0.039999999,0.039999999,0.11905138,-0.11810277,0.19810277,0.039999999,0.19810277
0.011506999,0.19810277,0.039999999,0.11905138,0.039999999,0.039999999,-0.039051384,0.039999999,0.11905138,0.11905138,0.11905138
0.011507149,0.11905138,0.039999999,0.11905138,0.039999999,0.11905138,0.039999999,0.039999999,0.039999999,0.11905138,-0.039051384
0.011507299,0.039999999,-0.039051384,0.19810277,0.039999999,0.039999999,0.039999999,0.19810277,0.039999999,0.19810277,0.039999999
0.011507449,-0.039051384,-0.039051384,-0.039051384,0.039999999,0.039999999,0.039999999,-0.039051384,0.19810277,-0.039051384,0.039999999
0.0115076,0.11905138,0.039999999,0.11905138,0.039999999,0.11905138,0.19810277,0.11905138,0.11905138,0.11905138,-0.039051384
0.01150775,-0.039051384,0.19810277,0.11905138,0.19810277,0.11905138,0.11905138,0.11905138,0.11905138,-0.039051384,0.11905138
0.0115079,0.039999999,0.19810277,0.039999999,0.11905138,-0.039051384,0.19810277,-0.039051384,0.11905138,0.11905138,0.039999999
0.01150805,0.19810277,0.039999999,0.039999999,0.039999999,0.11905138,0.039999999,0.039999999,0.11905138,0.11905138,0.11905138
0.0115082,0.11905138,-0.039051384,0.11905138,0.11905138,0.11905138,0.19810277,0.039999999,0.11905138,0.27715415,0.11905138
0.01150835,0.039999999,0.11905138,0.039999999,0.039999999,-0.039051384,0.039999999,0.039999999,0.039999999,0.039999999,0.11905138
0.011508501,0.11905138,0.11905138,0.11905138,0.039999999,0.11905138,0.11905138,0.11905138,0.11905138,0.11905138,0.039999999
0.011508651,0.039999999,0.11905138,0.19810277,-0.039051384,0.039999999,0.11905138,0.11905138,0.11905138,0.039999999,0.11905138
0.011508801,0.11905138,0.11905138,0.039999999,0.11905138,0.11905138,0.039999999,0.039999999,-0.039051384,0.19810277,0.039999999
0.011508951,0.19810277,0.11905138,0.039999999,0.039999999,0.039999999,0.19810277,0.11905138,0.11905138,0.11905138,0.039999999
0.011509101,-0.039051384,0.039999999,0.039999999,0.039999999,-0.039051384,0.11905138,-0.039051384,0.11905138,0.039999999,0.19810277
0.011509252,0.039999999,0.039999999,0.039999999,0.039999999,0.039999999,0.039999999,-0.039051384,0.039999999,0.11905138,0.039999999
0.011509402,0.039999999,0.19810277,0.039999999,-0.039051384,0.039999999,0.11905138,0.19810277,0.039999999,0.11905138,0.19810277
0.011509552,0.11905138,0.11905138,0.039999999,0.11905138,0.039999999,0.039999999,0.11905138,0.11905138,0.11905138,0.11905138
0.011509702,0.039999999,0.11905138,0.039999999,0.039999999,0.039999999,-0.039051384,0.11905138,0.11905138,0.11905138,0.19810277
0.011509852,0.039999999,0.039999999,0.19810277,0.039999999,0.039999999,0.039999999,0.11905138,0.11905138,0.11905138,0.11905138
0.011510003,0.11905138,0.039999999,0.039999999,0.11905138,0.039999999,0.11905138,0.19810277,0.19810277,0.039999999,0.11905138
0.011510153,0.039999999,0.039999999,0.039999999,0.11905138,0.11905138,0.11905138,0.11905138,0.039999999,-0.039051384,0.11905138
0.011510303,0.11905138,0.11905138,0.11905138,0.039999999,0.039999999,0.039999999,0.11905138,0.039999999,0.039999999,0.19810277
0.011510453,0.19810277,0.11905138,0.11905138,0.039999999,0.11905138,0.11905138,0.11905138,0.19810277,0.11905138,0.19810277
0.011510603,0.19810277,0.11905138,0.039999999,0.11905138,0.11905138,0.19810277,0.039999999,0.11905138,0.039999999,0.11905138
0.011510754,-0.039051384,0.11905138,0.11905138,0.039999999,0.11905138,0.19810277,0.11905138,0.039999999,0.11905138,0.11905138
0.011510904,0.11905138,0.19810277,-0.039051384,0.11905138,0.039999999,0.11905138,0.039999999,-0.039051384,0.039999999,0.039999999
0.011511054,0.039999999,0.039999999,0.11905138,-0.039051384,0.11905138,0.11905138,0.19810277,0.039999999,0.11905138,0.11905138
0.011511204,0.19810277,0.11905138,0.11905138,0.11905138,0.039999999,0.11905138,-0.039051384,0.19810277,0.11905138,0.039999999
0.011511354,-0.039051384,0.11905138,0.11905138,0.039999999,0.11905138,0.11905138,0.039999999,0.11905138,0.11905138,0.039999999
0.011511505,0.039999999,0.039999999,0.11905138,0.039999999,0.039999999,0.27715415,0.039999999,0.039999999,0.039999999,-0.039051384
0.011511655,0.11905138,0.11905138,0.11905138,0.039999999,0.039999999,0.11905138,-0.039051384,0.11905138,0.11905138,-0.039051384
0.011511805,0.11905138,0.19810277,0.11905138,0.11905138,0.11905138,0.19810277,0.11905138,0.19810277,0.11905138,0.11905138
0.011511955,0.039999999,0.11905138,0.11905138,0.039999999,0.039999999,0.11905138,0.11905138,0.11905138,0.11905138,0.19810277
0.011512105,0.039999999,0.039999999,0.11905138,0.039999999,0.11905138,0.11905138,-0.039051384,0.11905138,0.039999999,0.11905138
0.011512256,0.19810277,0.11905138,0.039999999,0.19810277,0.039999999,0.11905138,0.11905138,0.11905138,0.039999999,0.039999999
0.011512406,0.19810277,0.11905138,0.11905138,0.11905138,0.11905138,0.039999999,-0.039051384,-0.039051384,0.11905138,0.11905138
0.011512556,0.039999999,0.039999999,0.11905138,0.039999999,0.11905138,-0.039051384,0.039999999,0.11905138,0.19810277,0.039999999
0.011512706,0.039999999,0.11905138,0.11905138,0.039999999,0.039999999,0.19810277,0.11905138,-0.039051384,0.039999999,0.039999999
0.011512856,0.19810277,0.039999999,0.19810277,0.039999999,0.039999999,0.039999999,0.11905138,0.039999999,0.11905138,0.039999999
0.011513007,0.039999999,0.039999999,0.11905138,0.11905138,0.11905138,0.11905138,0.19810277,0.11905138,0.11905138,0.11905138
0.011513157,0.11905138,-0.039051384,0.039999999,0.11905138,0.11905138,-0.039051384,0.11905138,0.11905138,0.039999999,0.039999999
0.011513307,0.039999999,0.11905138,0.039999999,0.039999999,0.039999999,0.19810277,-0.039051384,0.039999999,0.19810277,0.11905138
0.011513457,0.11905138,0.19810277,0.039999999,0.039999999,0.039999999,0.11905138,0.19810277,0.039999999,0.19810277,0.11905138
0.011513607,0.039999999,0.039999999,-0.039051384,0.11905138,0.039999999,0.11905138,0.039999999,0.19810277,0.11905138,0.039999999
0.011513757,0.039999999,0.039999999,0.039999999,0.19810277,-0.039051384,0.039999999,0.11905138,-0.039051384,0.11905138,0.11905138
0.011513908,0.039999999,-0.039051384,0.039999999,0.11905138,0.039999999,0.11905138,0.039999999,0.11905138,0.11905138,0.039999999
0.011514058,0.039999999,0.039999999,0.039999999,0.11905138,0.039999999,0.039999999,0.11905138,0.039999999,0.039999999,0.039999999
0.011514208,0.039999999,0.11905138,0.039999999,0.039999999,0.11905138,0.11905138,-0.039051384,0.039999999,0.11905138,0.19810277
0.011514358,0.11905138,0.039999999,0.11905138,0.19810277,0.19810277,0.039999999,0.039999999,0.039999999,0.11905138,0.11905138
0.011514508,0.039999999,0.11905138,0.039999999,0.039999999,0.11905138,0.039999999,0.11905138,0.039999999,0.11905138,0.11905138
0.011514659,0.039999999,0.11905138,0.039999999,0.19810277,0.11905138,0.039999999,0.11905138,0.11905138,-0.039051384,0.11905138
0.011514809,0.11905138,0.039999999,0.11905138,0.039999999,0.039999999,0.11905138,0.11905138,0.039999999,0.19810277,-0.039051384
0.011514959,0.11905138,0.039999999,0.11905138,0.11905138,0.039999999,0.11905138,0.039999999,0.11905138,0.11905138,0.11905138
0.011515109,0.19810277,0.11905138,0.11905138,0.11905138,0.11905138,0.039999999,-0.039051384,0.11905138,-0.039051384,0.039999999
0.011515259,0.11905138,0.11905138,0.11905138,0.11905138,-0.039051384,0.039999999,-0.039051384,0.11905138,0.11905138,0.11905138
0.01151541,0.039999999,0.27715415,-0.039051384,0.039999999,0.19810277,0.11905138,0.11905138,-0.039051384,0.039999999,0.039999999
0.01151556,0.11905138,0.039999999,0.039999999,0.11905138,0.19810277,0.11905138,0.039999999,0.11905138,0.11905138,0.039999999
0.01151571,0.039999999,0.039999999,-0.039051384,0.11905138,0.11905138,0.11905138,0.11905138,0.039999999,0.039999999,0.11905138
0.01151586,0.11905138,0.039999999,0.11905138,-0.039051384,0.039999999,0.039999999,0.11905138,0.19810277,0.039999999,0.11905138
0.01151601,0.11905138,0.039999999,0.11905138,0.11905138,0.039999999,0.039999999,0.039999999,0.11905138,0.11905138,0.11905138
0.011516161,0.039999999,0.039999999,0.039999999,0.039999999,0.039999999,0.11905138,0.039999999,0.19810277,0.11905138,0.039999999
0.011516311,0.11905138,0.11905138,0.11905138,0.039999999,0.039999999,0.11905138,0.11905138,-0.039051384,0.19810277,0.039999999
0.011516461,0.039999999,0.039999999,-0.039051384,-0.039051384,0.039999999,-0.039051384,0.11905138,0.039999999,0.11905138,0.11905138
0.011516611,0.11905138,0.11905138,0.11905138,0.039999999,0.039999999,0.039999999,0.11905138,0.039999999,-0.039051384,0.039999999
0.011516761,0.039999999,0.11905138,0.039999999,0.039999999,0.11905138,0.11905138,0.039999999,0.039999999,0.039999999,0.11905138
0.011516912,0.11905138,0.11905138,0.11905138,0.039999999,0.11905138,0.039999999,0.039999999,0.039999999,0.039999999,0.11905138
0.011517062,0.039999999,-0.039051384,0.039999999,0.039999999,0.039999999,0.11905138,0.11905138,0.039999999,0.11905138,0.039999999
0.011517212,0.039999999,0.11905138,0.039999999,0.039999999,0.19810277,0.11905138,0.039999999,0.11905138,0.039999999,0.039999999
0.011517362,0.039999999,0.039999999,0.039999999,0.039999999,0.11905138,0.11905138,0.039999999,0.11905138,0.039999999,-0.039051384
0.011517512,0.19810277,0.19810277,0.039999999,0.11905138,0.11905138,0.11905138,0.039999999,0.11905138,0.19810277,0.039999999
