t,v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,v11,v12,v13,v14,v15,v16,v17,v18,v19,v20,v21
9.45E-09,0.008537591,0.008537591,0.087588966,0.008537591,0.008537591,0.16664034,0.16664034,0.008537591,-0.070513785,0.008537591,0.087588966,0.087588966,0.087588966,0.087588966,0.087588966,0.087588966,0.087588966,0.087588966,0.087588966,0.087588966,0.087588966
9.65E-09,0.008537591,0.008537591,0.008537591,0.008537591,-0.14956516,0.16664034,0.16664034,0.008537591,-0.070513785,-0.070513785,0.16664034,-0.070513785,0.008537591,-0.070513785,0.087588966,0.008537591,0.087588966,-0.070513785,0.087588966,0.087588966,0.008537591
9.85E-09,-0.14956516,0.16664034,0.008537591,0.008537591,-0.070513785,0.008537591,0.087588966,-0.070513785,-0.14956516,-0.14956516,0.008537591,0.008537591,0.087588966,0.008537591,0.087588966,0.087588966,0.087588966,0.008537591,0.087588966,0.087588966,0.008537591
1.00E-08,-0.070513785,0.008537591,0.008537591,-0.070513785,0.087588966,0.008537591,-0.14956516,-0.070513785,0.087588966,-0.070513785,0.008537591,-0.070513785,0.008537591,0.087588966,0.087588966,0.16664034,-0.070513785,0.008537591,0.087588966,0.087588966,0.008537591
1.02E-08,0.087588966,0.008537591,-0.070513785,0.008537591,0.087588966,0.087588966,-0.070513785,0.008537591,0.008537591,-0.14956516,0.087588966,-0.070513785,0.008537591,-0.070513785,0.008537591,-0.14956516,-0.070513785,-0.070513785,0.087588966,0.008537591,0.087588966
1.04E-08,-0.070513785,-0.070513785,-0.070513785,-0.070513785,0.087588966,0.16664034,0.008537591,0.087588966,0.008537591,-0.14956516,0.008537591,0.087588966,0.008537591,-0.070513785,0.008537591,-0.070513785,0.008537591,0.087588966,0.087588966,-0.070513785,0.16664034
1.06E-08,0.008537591,0.008537591,0.087588966,0.008537591,0.008537591,0.008537591,0.087588966,0.087588966,0.008537591,0.087588966,-0.070513785,0.16664034,0.087588966,-0.14956516,0.087588966,-0.14956516,0.008537591,0.008537591,0.16664034,0.087588966,0.087588966
1.08E-08,0.087588966,0.16664034,-0.070513785,0.008537591,-0.14956516,0.087588966,0.008537591,-0.070513785,-0.070513785,0.008537591,0.008537591,0.087588966,-0.070513785,0.008537591,0.087588966,0.008537591,0.008537591,0.008537591,0.008537591,-0.070513785,0.008537591
1.10E-08,-0.070513785,-0.070513785,0.008537591,0.008537591,-0.070513785,0.008537591,-0.070513785,-0.070513785,-0.14956516,0.087588966,-0.070513785,-0.070513785,0.008537591,0.16664034,0.008537591,0.008537591,0.087588966,0.008537591,0.008537591,0.008537591,-0.070513785
1.12E-08,-0.070513785,-0.14956516,-0.070513785,0.008537591,-0.070513785,-0.070513785,0.008537591,-0.070513785,-0.070513785,0.008537591,-0.070513785,0.008537591,-0.070513785,0.008537591,-0.070513785,-0.070513785,0.008537591,0.008537591,-0.14956516,0.008537591,-0.14956516
1.14E-08,0.008537591,0.008537591,-0.070513785,-0.070513785,-0.14956516,-0.070513785,0.008537591,-0.070513785,0.087588966,-0.14956516,0.008537591,0.008537591,0.008537591,-0.14956516,0.008537591,0.008537591,0.008537591,0.008537591,-0.070513785,0.008537591,0.008537591
1.16E-08,0.008537591,0.008537591,0.087588966,-0.070513785,0.008537591,-0.070513785,0.008537591,0.008537591,0.008537591,0.008537591,-0.070513785,-0.070513785,-0.14956516,0.087588966,0.008537591,0.008537591,0.008537591,0.008537591,0.008537591,-0.14956516,-0.070513785
1.19E-08,0.008537591,0.087588966,-0.14956516,0.008537591,0.087588966,-0.070513785,-0.070513785,-0.070513785,0.087588966,0.008537591,-0.070513785,-0.2286166,-0.070513785,0.008537591,0.008537591,0.008537591,0.008537591,-0.14956516,0.087588966,-0.070513785,0.008537591
1.21E-08,0.087588966,0.087588966,-0.070513785,-0.070513785,0.008537591,0.008537591,-0.14956516,-0.14956516,0.16664034,0.008537591,0.087588966,-0.14956516,0.008537591,0.008537591,0.087588966,-0.070513785,0.087588966,0.087588966,0.087588966,-0.070513785,-0.070513785
1.23E-08,0.16664034,-0.14956516,0.008537591,0.008537591,0.087588966,-0.14956516,0.008537591,0.087588966,0.16664034,0.008537591,0.087588966,0.087588966,0.087588966,-0.14956516,-0.070513785,-0.070513785,0.087588966,-0.070513785,-0.070513785,-0.14956516,0.008537591
1.25E-08,0.24569172,-0.070513785,-0.070513785,0.16664034,0.087588966,-0.14956516,0.087588966,0.008537591,0.16664034,0.087588966,0.087588966,0.008537591,0.008537591,-0.070513785,-0.070513785,0.008537591,0.008537591,-0.14956516,0.087588966,-0.070513785,-0.070513785
1.27E-08,0.16664034,0.087588966,0.087588966,0.087588966,0.087588966,0.008537591,0.087588966,-0.070513785,0.16664034,0.008537591,0.008537591,0.16664034,-0.070513785,0.008537591,-0.070513785,0.087588966,0.16664034,-0.14956516,0.087588966,-0.14956516,-0.14956516
1.29E-08,0.087588966,0.16664034,0.087588966,0.087588966,0.16664034,-0.070513785,0.16664034,0.087588966,0.24569172,0.16664034,0.087588966,0.087588966,-0.14956516,0.087588966,0.008537591,0.008537591,0.16664034,-0.070513785,-0.14956516,0.008537591,0.008537591
1.31E-08,0.16664034,0.008537591,0.16664034,0.16664034,0.087588966,0.008537591,0.087588966,0.008537591,0.24569172,0.16664034,0.16664034,0.16664034,-0.070513785,0.008537591,0.16664034,0.008537591,0.087588966,0.087588966,-0.070513785,0.16664034,-0.070513785
1.33E-08,0.16664034,0.087588966,0.16664034,0.087588966,0.16664034,0.008537591,0.087588966,0.087588966,0.24569172,0.32474312,0.24569172,0.087588966,0.008537591,0.087588966,0.087588966,0.087588966,0.24569172,-0.070513785,0.008537591,0.16664034,0.087588966
1.35E-08,0.24569172,0.16664034,0.008537591,0.087588966,0.32474312,0.16664034,0.008537591,0.16664034,0.32474312,0.24569172,0.24569172,0.087588966,0.16664034,0.24569172,0.008537591,0.087588966,0.24569172,0.087588966,0.008537591,0.16664034,0.087588966
1.37E-08,0.16664034,0.087588966,0.24569172,0.24569172,0.32474312,0.16664034,0.087588966,0.24569172,0.16664034,0.24569172,0.32474312,0.16664034,0.16664034,0.16664034,0.087588966,0.008537591,0.24569172,0.16664034,0.008537591,0.087588966,0.087588966
1.39E-08,0.008537591,0.087588966,0.32474312,0.24569172,0.32474312,0.008537591,0.24569172,0.16664034,-0.070513785,0.087588966,0.24569172,0.32474312,0.16664034,0.087588966,0.087588966,0.24569172,0.32474312,0.32474312,0.087588966,0.16664034,0.16664034
1.41E-08,-0.070513785,0.087588966,0.16664034,0.16664034,0.16664034,0.16664034,0.32474312,0.16664034,-0.14956516,-0.070513785,0.008537591,0.32474312,0.16664034,0.087588966,0.087588966,0.16664034,0.16664034,0.32474312,0.16664034,0.32474312,0.008537591
1.43E-08,-0.2286166,0.24569172,0.16664034,0.087588966,-0.070513785,0.16664034,0.24569172,0.087588966,-0.30766797,-0.070513785,-0.14956516,0.087588966,0.24569172,0.16664034,0.16664034,0.24569172,0.087588966,0.16664034,0.087588966,0.24569172,0.087588966
1.45E-08,-0.30766797,0.16664034,0.008537591,-0.070513785,-0.2286166,0.16664034,0.24569172,0.087588966,-0.38671935,-0.14956516,-0.14956516,0.008537591,0.24569172,0.32474312,0.24569172,0.32474312,-0.070513785,0.16664034,0.008537591,0.087588966,0.16664034
1.47E-08,-0.2286166,0.087588966,-0.14956516,-0.14956516,-0.14956516,0.087588966,0.24569172,-0.070513785,-0.5448221,-0.2286166,-0.14956516,-0.14956516,0.087588966,0.16664034,0.16664034,0.32474312,-0.070513785,0.16664034,0.087588966,-0.070513785,0.16664034
1.49E-08,-0.30766797,0.008537591,-0.2286166,-0.2286166,-0.2286166,0.16664034,-0.070513785,-0.2286166,-0.38671935,-0.2286166,-0.2286166,-0.2286166,0.16664034,-0.070513785,0.16664034,0.008537591,-0.14956516,0.008537591,0.24569172,-0.070513785,0.16664034
1.51E-08,-0.30766797,-0.14956516,-0.30766797,-0.38671935,-0.38671935,0.24569172,-0.070513785,-0.30766797,-0.38671935,-0.30766797,-0.38671935,-0.38671935,0.24569172,-0.14956516,0.087588966,0.16664034,-0.30766797,-0.14956516,0.16664034,-0.14956516,0.16664034
1.53E-08,-0.38671935,-0.14956516,-0.38671935,-0.38671935,-0.30766797,0.24569172,-0.070513785,-0.30766797,-0.30766797,-0.38671935,-0.30766797,-0.30766797,0.087588966,-0.14956516,0.087588966,0.008537591,-0.46577072,-0.14956516,0.24569172,-0.2286166,0.008537591
1.55E-08,-0.46577072,-0.2286166,-0.30766797,-0.38671935,-0.30766797,0.24569172,-0.2286166,-0.30766797,-0.30766797,-0.38671935,-0.38671935,-0.2286166,0.008537591,-0.2286166,0.008537591,-0.070513785,-0.30766797,-0.30766797,0.24569172,-0.30766797,-0.14956516
1.57E-08,-0.46577072,-0.38671935,-0.38671935,-0.38671935,-0.38671935,-0.070513785,-0.46577072,-0.38671935,-0.5448221,-0.30766797,-0.30766797,-0.30766797,-0.070513785,-0.38671935,-0.14956516,-0.14956516,-0.30766797,-0.30766797,0.087588966,-0.38671935,-0.14956516
1.59E-08,-0.46577072,-0.30766797,-0.46577072,-0.46577072,-0.46577072,0.008537591,-0.46577072,-0.38671935,-0.5448221,-0.38671935,-0.30766797,-0.30766797,-0.2286166,-0.46577072,-0.14956516,-0.38671935,-0.46577072,-0.2286166,-0.070513785,-0.38671935,-0.30766797
1.61E-08,-0.5448221,-0.30766797,-0.46577072,-0.46577072,-0.30766797,-0.070513785,-0.38671935,-0.30766797,-0.46577072,-0.46577072,-0.38671935,-0.38671935,-0.2286166,-0.46577072,-0.2286166,-0.38671935,-0.38671935,-0.2286166,-0.14956516,-0.38671935,-0.2286166
1.63E-08,-0.5448221,-0.46577072,-0.46577072,-0.5448221,-0.38671935,-0.14956516,-0.38671935,-0.46577072,-0.46577072,-0.46577072,-0.30766797,-0.30766797,-0.38671935,-0.38671935,-0.46577072,-0.30766797,-0.30766797,-0.2286166,-0.2286166,-0.38671935,-0.30766797
1.65E-08,-0.5448221,-0.46577072,-0.38671935,-0.5448221,-0.46577072,-0.2286166,-0.38671935,-0.30766797,-0.46577072,-0.5448221,-0.46577072,-0.38671935,-0.46577072,-0.38671935,-0.38671935,-0.30766797,-0.30766797,-0.2286166,-0.30766797,-0.38671935,-0.38671935
1.67E-08,-0.38671935,-0.38671935,-0.30766797,-0.5448221,-0.5448221,-0.30766797,-0.46577072,-0.38671935,-0.38671935,-0.46577072,-0.46577072,-0.46577072,-0.38671935,-0.46577072,-0.2286166,-0.46577072,-0.46577072,-0.30766797,-0.46577072,-0.38671935,-0.2286166
1.69E-08,-0.46577072,-0.46577072,-0.46577072,-0.62387347,-0.46577072,-0.30766797,-0.46577072,-0.46577072,-0.38671935,-0.46577072,-0.30766797,-0.46577072,-0.2286166,-0.46577072,-0.46577072,-0.38671935,-0.30766797,-0.38671935,-0.30766797,-0.38671935,-0.30766797
1.71E-08,-0.46577072,-0.46577072,-0.46577072,-0.5448221,-0.38671935,-0.38671935,-0.46577072,-0.38671935,-0.46577072,-0.46577072,-0.2286166,-0.46577072,-0.2286166,-0.38671935,-0.38671935,-0.46577072,-0.30766797,-0.46577072,-0.30766797,-0.46577072,-0.38671935
1.73E-08,-0.5448221,-0.46577072,-0.38671935,-0.46577072,-0.46577072,-0.38671935,-0.46577072,-0.30766797,-0.5448221,-0.5448221,-0.30766797,-0.5448221,-0.38671935,-0.5448221,-0.38671935,-0.38671935,-0.38671935,-0.38671935,-0.38671935,-0.38671935,-0.46577072
1.75E-08,-0.46577072,-0.5448221,-0.30766797,-0.38671935,-0.46577072,-0.38671935,-0.5448221,-0.38671935,-0.5448221,-0.46577072,-0.5448221,-0.5448221,-0.46577072,-0.46577072,-0.46577072,-0.38671935,-0.30766797,-0.38671935,-0.30766797,-0.46577072,-0.30766797
1.77E-08,-0.30766797,-0.46577072,-0.38671935,-0.5448221,-0.46577072,-0.38671935,-0.30766797,-0.46577072,-0.30766797,-0.30766797,-0.5448221,-0.5448221,-0.46577072,-0.5448221,-0.46577072,-0.46577072,-0.30766797,-0.2286166,-0.2286166,-0.46577072,-0.38671935
1.79E-08,-0.14956516,-0.5448221,-0.5448221,-0.46577072,-0.5448221,-0.46577072,-0.38671935,-0.46577072,0.008537591,-0.14956516,-0.46577072,-0.5448221,-0.46577072,-0.46577072,-0.38671935,-0.30766797,-0.38671935,-0.30766797,-0.30766797,-0.38671935,-0.46577072
1.81E-08,0.16664034,-0.5448221,-0.5448221,-0.14956516,-0.30766797,-0.5448221,-0.46577072,-0.5448221,0.32474312,0.24569172,-0.2286166,-0.38671935,-0.46577072,-0.5448221,-0.46577072,-0.30766797,-0.46577072,-0.46577072,-0.46577072,-0.5448221,-0.5448221
1.83E-08,0.48284587,-0.38671935,-0.30766797,0.008537591,-0.070513785,-0.46577072,-0.46577072,-0.38671935,0.7990514,0.48284587,0.16664034,-0.070513785,-0.46577072,-0.46577072,-0.46577072,-0.46577072,-0.30766797,-0.5448221,-0.38671935,-0.5448221,-0.5448221
1.85E-08,0.72000003,-0.30766797,0.087588966,0.4037945,0.32474312,-0.46577072,-0.46577072,-0.2286166,1.1152569,0.7990514,0.48284587,0.24569172,-0.46577072,-0.2286166,-0.38671935,-0.46577072,-0.070513785,-0.38671935,-0.38671935,-0.2286166,-0.5448221
1.87E-08,0.95715415,-0.14956516,0.24569172,0.56189728,0.56189728,-0.46577072,-0.2286166,0.24569172,1.1152569,1.0362055,0.72000003,0.48284587,-0.46577072,-0.14956516,-0.46577072,-0.46577072,0.32474312,-0.070513785,-0.30766797,0.008537591,-0.5448221
1.89E-08,1.1943083,0.087588966,0.56189728,0.95715415,0.72000003,-0.46577072,0.008537591,0.48284587,1.1152569,1.0362055,0.95715415,0.7990514,-0.38671935,0.16664034,-0.46577072,-0.2286166,0.48284587,0.087588966,-0.30766797,0.32474312,-0.38671935
1.91E-08,1.0362055,0.4037945,0.95715415,1.1152569,0.95715415,-0.5448221,0.24569172,0.56189728,1.0362055,0.95715415,1.1152569,1.0362055,-0.2286166,0.56189728,-0.30766797,0.16664034,0.72000003,0.4037945,-0.38671935,0.56189728,-0.2286166
1.93E-08,0.87810278,0.72000003,0.95715415,1.1152569,1.1152569,-0.38671935,0.56189728,0.95715415,0.87810278,0.87810278,1.1152569,1.1152569,-0.14956516,0.64094865,0.008537591,0.48284587,1.0362055,0.64094865,-0.5448221,0.7990514,0.087588966
1.95E-08,0.72000003,0.87810278,1.1152569,1.1152569,1.1152569,-0.14956516,0.7990514,1.1152569,0.72000003,0.7990514,0.87810278,1.1152569,0.4037945,0.95715415,0.32474312,0.56189728,1.1152569,0.7990514,-0.38671935,1.1152569,0.32474312
1.97E-08,0.64094865,1.1152569,1.0362055,0.7990514,0.87810278,0.16664034,0.95715415,1.0362055,0.4037945,0.56189728,0.7990514,1.0362055,0.64094865,1.0362055,0.56189728,0.87810278,1.0362055,0.95715415,-0.2286166,1.1943083,0.64094865
1.99E-08,0.32474312,1.0362055,0.87810278,0.72000003,0.72000003,0.4037945,1.1152569,0.95715415,0.16664034,0.24569172,0.64094865,0.87810278,0.64094865,1.1152569,0.7990514,1.0362055,0.87810278,1.0362055,0.087588966,1.0362055,0.87810278
2.01E-08,0.087588966,1.0362055,0.72000003,0.4037945,0.48284587,0.64094865,0.87810278,0.95715415,0.087588966,0.16664034,0.48284587,0.56189728,0.95715415,1.0362055,0.95715415,1.1152569,0.72000003,0.95715415,0.32474312,0.95715415,1.0362055
2.03E-08,-0.070513785,0.87810278,0.48284587,0.24569172,0.32474312,0.95715415,0.87810278,0.72000003,0.087588966,-0.070513785,0.32474312,0.32474312,1.1152569,0.87810278,1.1152569,0.95715415,0.48284587,0.72000003,0.72000003,0.7990514,1.0362055
2.05E-08,-0.2286166,0.56189728,0.24569172,0.16664034,0.008537591,1.1152569,0.72000003,0.4037945,-0.14956516,-0.070513785,0.008537591,0.16664034,1.1152569,0.72000003,1.0362055,0.72000003,0.24569172,0.72000003,0.95715415,0.48284587,0.95715415
2.07E-08,-0.14956516,0.48284587,0.087588966,-0.070513785,-0.070513785,1.0362055,0.48284587,0.24569172,-0.2286166,-0.070513785,-0.14956516,0.16664034,0.95715415,0.4037945,0.87810278,0.64094865,0.16664034,0.56189728,1.1152569,0.32474312,0.95715415
2.09E-08,-0.2286166,0.087588966,0.008537591,-0.070513785,-0.14956516,0.87810278,0.32474312,0.008537591,-0.2286166,-0.14956516,-0.2286166,0.087588966,0.87810278,0.16664034,0.72000003,0.4037945,0.087588966,0.24569172,1.0362055,0.087588966,0.64094865
2.11E-08,-0.14956516,-0.070513785,-0.070513785,-0.14956516,-0.2286166,0.7990514,0.087588966,-0.2286166,-0.070513785,-0.070513785,-0.38671935,-0.14956516,0.64094865,-0.14956516,0.4037945,0.24569172,0.008537591,0.087588966,0.87810278,-0.070513785,0.48284587
2.13E-08,-0.070513785,-0.14956516,-0.14956516,-0.070513785,-0.30766797,0.64094865,0.008537591,-0.30766797,0.24569172,0.087588966,-0.2286166,-0.14956516,0.4037945,-0.14956516,0.4037945,0.24569172,-0.2286166,-0.070513785,0.87810278,-0.14956516,0.24569172
2.15E-08,0.16664034,-0.070513785,-0.2286166,-0.14956516,-0.2286166,0.48284587,-0.2286166,-0.2286166,0.32474312,0.24569172,-0.14956516,-0.070513785,0.087588966,-0.070513785,0.24569172,0.087588966,-0.30766797,-0.14956516,0.72000003,-0.14956516,-0.070513785
2.17E-08,0.32474312,0.008537591,-0.2286166,0.008537591,0.087588966,0.32474312,-0.2286166,-0.2286166,0.56189728,0.32474312,0.087588966,-0.070513785,-0.070513785,0.008537591,0.16664034,-0.14956516,-0.2286166,-0.2286166,0.4037945,-0.14956516,-0.070513785
2.19E-08,0.48284587,-0.070513785,-0.070513785,0.24569172,0.24569172,0.008537591,-0.2286166,0.008537591,0.56189728,0.48284587,0.32474312,0.087588966,-0.070513785,-0.14956516,0.008537591,-0.14956516,0.087588966,-0.2286166,0.24569172,-0.070513785,0.008537591
2.21E-08,0.56189728,0.008537591,0.24569172,0.56189728,0.48284587,0.008537591,-0.14956516,0.16664034,0.56189728,0.48284587,0.48284587,0.32474312,-0.2286166,0.008537591,-0.2286166,-0.14956516,0.24569172,-0.070513785,0.087588966,0.087588966,-0.070513785
2.23E-08,0.64094865,0.16664034,0.4037945,0.48284587,0.64094865,0.008537591,0.008537591,0.24569172,0.7990514,0.64094865,0.56189728,0.48284587,0.008537591,0.16664034,-0.14956516,0.008537591,0.32474312,0.16664034,0.008537591,0.4037945,-0.14956516
2.25E-08,0.72000003,0.32474312,0.56189728,0.56189728,0.56189728,-0.2286166,0.32474312,0.48284587,0.72000003,0.64094865,0.64094865,0.56189728,0.008537591,0.16664034,-0.14956516,0.087588966,0.64094865,0.4037945,-0.14956516,0.48284587,-0.070513785
2.27E-08,0.7990514,0.4037945,0.56189728,0.64094865,0.72000003,-0.070513785,0.4037945,0.56189728,0.7990514,0.7990514,0.72000003,0.64094865,0.087588966,0.4037945,-0.070513785,0.32474312,0.64094865,0.32474312,-0.14956516,0.64094865,0.008537591
2.29E-08,0.87810278,0.56189728,0.64094865,0.64094865,0.64094865,0.16664034,0.48284587,0.72000003,0.95715415,0.7990514,0.87810278,0.7990514,0.24569172,0.4037945,0.16664034,0.48284587,0.72000003,0.48284587,-0.14956516,0.64094865,0.087588966
2.31E-08,0.87810278,0.64094865,0.64094865,0.72000003,0.72000003,0.16664034,0.64094865,0.7990514,1.0362055,0.87810278,0.7990514,0.72000003,0.32474312,0.56189728,0.4037945,0.56189728,0.72000003,0.64094865,-0.070513785,0.64094865,0.32474312
2.33E-08,1.0362055,0.64094865,0.7990514,0.95715415,0.7990514,0.48284587,0.72000003,0.7990514,1.1943083,0.87810278,0.87810278,0.7990514,0.56189728,0.7990514,0.48284587,0.64094865,0.87810278,0.56189728,0.008537591,0.72000003,0.56189728
2.35E-08,1.352411,0.72000003,0.87810278,1.0362055,0.95715415,0.4037945,0.64094865,0.87810278,1.2733598,1.0362055,0.87810278,0.87810278,0.56189728,0.56189728,0.56189728,0.64094865,0.87810278,0.72000003,0.16664034,0.87810278,0.64094865
2.37E-08,1.352411,0.87810278,0.87810278,1.0362055,1.0362055,0.56189728,0.7990514,0.87810278,1.4314625,1.352411,0.95715415,0.95715415,0.72000003,0.72000003,0.56189728,0.72000003,0.95715415,0.72000003,0.48284587,0.87810278,0.56189728
2.39E-08,1.5895653,0.95715415,1.1152569,1.352411,1.1943083,0.48284587,0.7990514,0.95715415,1.6686167,1.5105138,1.352411,1.1152569,0.7990514,0.87810278,0.64094865,0.7990514,1.0362055,0.72000003,0.56189728,1.0362055,0.64094865
2.41E-08,1.747668,0.95715415,1.352411,1.4314625,1.5105138,0.48284587,0.7990514,1.1152569,1.747668,1.747668,1.5895653,1.4314625,0.72000003,0.95715415,0.72000003,0.87810278,1.1152569,0.95715415,0.64094865,1.1152569,0.64094865
2.43E-08,1.747668,1.2733598,1.352411,1.5105138,1.6686167,0.7990514,0.95715415,1.2733598,1.747668,1.8267194,1.747668,1.5895653,0.7990514,1.1943083,0.7990514,0.95715415,1.4314625,1.0362055,0.72000003,1.2733598,0.7990514
2.45E-08,1.747668,1.4314625,1.5105138,1.8267194,1.747668,0.87810278,1.1943083,1.4314625,1.747668,1.8267194,1.747668,1.747668,0.95715415,1.2733598,0.95715415,1.1943083,1.5895653,1.1152569,0.64094865,1.5105138,0.87810278
2.47E-08,1.9057708,1.5105138,1.747668,1.9848222,1.8267194,0.87810278,1.352411,1.747668,1.9848222,1.9057708,1.747668,1.747668,1.2733598,1.5895653,0.95715415,1.1943083,1.6686167,1.4314625,0.72000003,1.5895653,1.0362055
2.49E-08,1.9057708,1.6686167,1.8267194,1.9848222,1.8267194,0.95715415,1.6686167,1.747668,2.1429248,1.9848222,1.8267194,1.8267194,1.2733598,1.6686167,1.1152569,1.4314625,1.747668,1.4314625,0.7990514,1.747668,1.2733598
2.51E-08,1.9848222,1.8267194,1.6686167,1.9848222,1.9057708,1.1943083,1.8267194,1.8267194,2.0638735,2.1429248,2.1429248,1.9848222,1.4314625,1.747668,1.2733598,1.6686167,1.8267194,1.5105138,0.95715415,1.8267194,1.4314625
2.53E-08,2.0638735,1.8267194,1.9057708,2.1429248,1.9848222,1.5105138,1.747668,1.9848222,1.9057708,2.0638735,2.0638735,1.9848222,1.6686167,1.9848222,1.352411,1.6686167,1.9848222,1.747668,1.0362055,1.9057708,1.6686167
2.55E-08,1.9057708,1.9057708,2.0638735,1.9848222,2.0638735,1.5895653,1.8267194,2.0638735,1.5895653,1.9057708,1.9848222,2.2219763,1.747668,2.0638735,1.5895653,1.747668,1.9848222,1.747668,1.1152569,2.0638735,1.747668
2.57E-08,1.6686167,1.9057708,1.9848222,1.9848222,2.0638735,1.747668,1.9848222,2.0638735,1.2733598,1.6686167,1.9057708,2.0638735,1.9057708,1.9848222,1.6686167,1.8267194,2.0638735,1.8267194,1.4314625,1.9848222,1.8267194
2.59E-08,1.4314625,1.9848222,1.9848222,1.8267194,1.9057708,1.8267194,2.0638735,1.9848222,1.1152569,1.4314625,1.6686167,1.9057708,1.9057708,1.9057708,1.8267194,1.9057708,1.9057708,1.9848222,1.5895653,1.9848222,1.9057708
2.61E-08,1.0362055,1.9848222,1.747668,1.5105138,1.5895653,1.9057708,2.1429248,1.9057708,1.0362055,1.1152569,1.352411,1.747668,1.9848222,2.0638735,1.8267194,2.1429248,1.747668,1.9848222,1.6686167,1.9057708,1.9848222
2.63E-08,0.7990514,1.747668,1.4314625,1.2733598,1.1943083,2.0638735,2.0638735,1.5895653,0.87810278,0.95715415,1.0362055,1.4314625,2.1429248,2.0638735,1.9848222,1.9848222,1.5105138,1.9057708,1.8267194,1.747668,1.9848222
2.65E-08,0.7990514,1.5895653,1.2733598,1.0362055,0.95715415,2.0638735,1.6686167,1.2733598,0.64094865,0.7990514,0.95715415,1.1152569,2.1429248,1.6686167,2.1429248,1.8267194,1.1152569,1.5895653,1.747668,1.5105138,2.0638735
2.67E-08,0.72000003,1.352411,1.0362055,0.95715415,0.87810278,2.0638735,1.5105138,1.1943083,0.56189728,0.7990514,0.7990514,0.95715415,2.0638735,1.352411,2.0638735,1.747668,1.1152569,1.352411,1.9057708,1.1943083,2.0638735
2.69E-08,0.72000003,1.1152569,0.95715415,0.72000003,0.7990514,2.0638735,1.1943083,1.1152569,0.64094865,0.64094865,0.72000003,0.87810278,1.9057708,1.1943083,1.9057708,1.5105138,0.95715415,1.1943083,1.9057708,1.0362055,1.8267194
2.71E-08,0.7990514,0.95715415,0.87810278,0.87810278,0.72000003,1.9848222,0.95715415,0.7990514,0.7990514,0.72000003,0.7990514,0.72000003,1.6686167,0.87810278,1.5895653,1.2733598,0.87810278,1.0362055,2.0638735,0.7990514,1.5105138
2.73E-08,0.95715415,0.87810278,0.87810278,0.7990514,0.72000003,1.747668,0.87810278,0.7990514,0.95715415,0.95715415,0.7990514,0.7990514,1.5105138,0.87810278,1.352411,1.0362055,0.7990514,0.87810278,1.9057708,0.7990514,1.4314625
2.75E-08,1.1152569,0.7990514,0.87810278,0.87810278,0.87810278,1.6686167,0.72000003,0.72000003,1.1943083,1.1152569,0.95715415,0.87810278,1.1943083,0.7990514,1.0362055,0.95715415,0.87810278,0.87810278,1.5895653,0.7990514,1.1152569
2.77E-08,1.2733598,0.7990514,0.95715415,1.0362055,1.0362055,1.352411,0.72000003,0.7990514,1.352411,1.352411,1.1943083,0.95715415,0.95715415,0.64094865,1.0362055,0.7990514,0.87810278,0.87810278,1.4314625,0.7990514,0.87810278
2.79E-08,1.5105138,0.87810278,1.1152569,1.1943083,1.1943083,1.1152569,0.7990514,0.87810278,1.5105138,1.4314625,1.352411,1.0362055,0.72000003,0.72000003,0.7990514,0.7990514,0.95715415,0.87810278,1.1943083,0.87810278,0.7990514
2.81E-08,1.6686167,0.95715415,1.2733598,1.4314625,1.5105138,1.0362055,0.95715415,1.1943083,1.747668,1.5895653,1.4314625,1.352411,0.72000003,0.87810278,0.87810278,0.95715415,1.1152569,0.95715415,0.95715415,1.1943083,0.64094865
2.83E-08,1.747668,1.0362055,1.4314625,1.4314625,1.4314625,0.72000003,1.1152569,1.1943083,1.9057708,1.6686167,1.5105138,1.5105138,0.7990514,0.95715415,0.95715415,0.95715415,1.1943083,1.1152569,1.0362055,1.352411,0.72000003
2.85E-08,2.1429248,1.2733598,1.5105138,1.747668,1.6686167,0.7990514,1.1943083,1.352411,2.0638735,1.9848222,1.8267194,1.5895653,0.64094865,1.2733598,0.87810278,1.1152569,1.4314625,1.2733598,0.95715415,1.4314625,0.87810278
2.87E-08,2.2219763,1.4314625,1.5895653,1.9848222,1.9848222,0.7990514,1.352411,1.5895653,2.1429248,2.1429248,1.9057708,1.6686167,0.87810278,1.4314625,1.0362055,1.2733598,1.5105138,1.4314625,0.7990514,1.5105138,0.95715415
2.89E-08,2.380079,1.4314625,1.747668,2.0638735,2.1429248,0.87810278,1.5895653,1.747668,2.4591303,2.380079,2.0638735,1.8267194,1.1943083,1.5105138,1.1152569,1.352411,1.8267194,1.5105138,0.7990514,1.747668,1.1943083
2.91E-08,2.5381818,1.747668,2.0638735,2.2219763,2.2219763,1.1943083,1.6686167,1.9057708,2.4591303,2.4591303,2.3010278,2.1429248,1.352411,1.6686167,1.352411,1.5895653,1.9057708,1.6686167,0.95715415,1.8267194,1.352411
2.93E-08,2.6172333,2.0638735,2.3010278,2.5381818,2.380079,1.1943083,1.9057708,1.9057708,2.6172333,2.5381818,2.5381818,2.1429248,1.4314625,1.747668,1.5105138,1.6686167,2.0638735,1.9057708,1.1152569,2.0638735,1.5105138
